pair,0,1,2,3,4,5,6,7,8,9,10,11,12
ETHFI/USDC,1741910400000,0.666,0.71,0.662,0.708,8713.66916,1741996799999,12698.64,1657,12698.64,8713.66916,False,0.68672
METIS/USDC,1741910400000,25.2,25.2,25.2,25.2,0,1741996799999,0,0,0,0,False,0
MAP/USDC,1741910400000,0.0002734,0.0002734,0.0002734,0.0002734,0,1741996799999,0,0,0,0,False,0
HIFI/USDC,1741910400000,0.442,0.442,0.442,0.442,0,1741996799999,0,0,0,0,False,0
BLUR/USDC,1741910400000,0.1421,0.1421,0.1421,0.1421,0,1741996799999,0,0,0,0,False,0
FRONT/USDC,1741910400000,0.769,0.769,0.769,0.769,0,1741996799999,0,0,0,0,False,0
SWELL/USDC,1741910400000,0.01052,0.01093,0.0105,0.01085,4039.098124,1741996799999,378612.1,766,378612.1,4039.098124,False,0.010592
REQ/USDC,1741910400000,0.1002,0.1002,0.1002,0.1002,0,1741996799999,0,0,0,0,False,0
API3/USDC,1741910400000,0.884,0.884,0.884,0.884,0,1741996799999,0,0,0,0,False,0
JUP/USDC,1741910400000,0.7443,0.7443,0.7443,0.7443,0,1741996799999,0,0,0,0,False,0
RDNT/USDC,1741910400000,0.0326,0.0326,0.0326,0.0326,0,1741996799999,0,0,0,0,False,0
DG/ETH,1741910400000,0.00004424,0.00004424,0.00004424,0.00004424,0,1741996799999,0,0,0,0,False,0
DG/USDT,1741910400000,0.08,0.08,0.08,0.08,0,1741996799999,0,0,0,0,False,0
DG/USDM,1741910400000,0.1398,0.1398,0.1398,0.1398,0,1741996799999,0,0,0,0,False,0
DG/USDC,1741910400000,0.0808,0.08179,0.0808,0.08179,2011.967938,1741996799999,24720.5,18,24720.5,2011.967938,False,0.081325
RARE/USDC,1741910400000,0.0688,0.0688,0.0688,0.0688,0,1741996799999,0,0,0,0,False,0
RSR/USDC,1741910400000,0.008297,0.008297,0.008297,0.008297,0,1741996799999,0,0,0,0,False,0
MAV/USDC,1741910400000,0.0903,0.0903,0.0903,0.0903,0,1741996799999,0,0,0,0,False,0
LPT/USDC,1741910400000,7.179,7.179,7.179,7.179,0,1741996799999,0,0,0,0,False,0
REZ/USDC,1741910400000,0.01582,0.01582,0.01582,0.01582,0,1741996799999,0,0,0,0,False,0
COW/USDC,1741910400000,0.2721,0.2978,0.2703,0.2958,22297.233534,1741996799999,78839.15,4506,78839.15,22297.233534,False,0.27514
USDT/ETH,1741910400000,1865.4,1943.2,1862.3,1936,1066040.844156,1741996799999,559.654059,41380,559.654059,1066040.844156,False,1865.5
USDT/USDC,1741910400000,1,1,1,1,0,1741996799999,0,0,0,0,False,0
NEIRO/USDC,1741910400000,0.02019,0.02019,0.02019,0.02019,0,1741996799999,0,0,0,0,False,0
PHA/USDC,1741910400000,0.1163,0.1242,0.1158,0.1237,18172.658496,1741996799999,151197.88,3479,151197.88,18172.658496,False,0.11646
CHR/USDC,1741910400000,0.1314,0.1314,0.1314,0.1314,0,1741996799999,0,0,0,0,False,0
SFP/USDC,1741910400000,0.6404,0.6404,0.6404,0.6404,0,1741996799999,0,0,0,0,False,0
UMA/USDC,1741910400000,1.569,1.569,1.569,1.569,0,1741996799999,0,0,0,0,False,0
SOL/USDC,1741910400000,123.4,133.7,123.1,133,52546.10261,1741996799999,410.09545,7498,410.09545,52546.10261,False,123.31
SOL/USDT,1741910400000,19861.2,19861.2,19861.2,19861.2,0,1741996799999,0,0,0,0,False,0
KNC/USDC,1741910400000,0.4194,0.4194,0.4194,0.4194,0,1741996799999,0,0,0,0,False,0
TFC/ETH,1741910400000,0.001123,0.001123,0.001123,0.001123,0,1741996799999,0,0,0,0,False,0
COTI/USDC,1741910400000,0.08498,0.08498,0.08498,0.08498,0,1741996799999,0,0,0,0,False,0
ENA/USDC,1741910400000,0.3394,0.3664,0.3341,0.3602,215668.633724,1741996799999,619721.55,19841,619721.55,215668.633724,False,0.34058
AIB/ETH,1741910400000,0.00001,0.00001,0.00001,0.00001,0,1741996799999,0,0,0,0,False,0
ZRX/USDC,1741910400000,0.2421,0.2561,0.2404,0.2546,35219.53723,1741996799999,141635.02,5147,141635.02,35219.53723,False,0.24137
WBTC/ETH,1741910400000,0.02301,0.02317,0.02265,0.02288,0.09973469,1741996799999,4.346472,1425,4.346472,0.09973469,False,0.023052
WBTC/USDC,1741910400000,81132.7,85334.9,80832.9,84709,274880.877133,1741996799999,3.31286957,70101,3.31286957,274880.877133,False,81840
SKL/USDC,1741910400000,0.03448,0.03448,0.03448,0.03448,0,1741996799999,0,0,0,0,False,0
PYTH/USDC,1741910400000,0.1413,0.1514,0.1407,0.1505,17746.663,1741996799999,121605.49,3413,121605.49,17746.663,False,0.14139
AUCTION/USDC,1741910400000,14.2,14.2,14.2,14.2,0,1741996799999,0,0,0,0,False,0
APE/USDC,1741910400000,0.482,0.482,0.482,0.482,0,1741996799999,0,0,0,0,False,0
ID/USDC,1741910400000,0.3639,0.3639,0.3639,0.3639,0,1741996799999,0,0,0,0,False,0
AAVE/USDC,1741910400000,162.9,175.3,162.2,174.9,42973.37443,1741996799999,255.77161,8193,255.77161,42973.37443,False,162.61
BAND/USDC,1741910400000,1.026,1.026,1.026,1.026,0,1741996799999,0,0,0,0,False,0
LOOKS/USDC,1741910400000,0.0167,0.0167,0.0167,0.0167,0,1741996799999,0,0,0,0,False,0
GTC/USDC,1741910400000,0.46,0.46,0.46,0.46,0,1741996799999,0,0,0,0,False,0
IOTX/USDC,1741910400000,0.05095,0.05095,0.05095,0.05095,0,1741996799999,0,0,0,0,False,0
Sailor/USDT,1741910400000,0.0000032,0.0000032,0.0000032,0.0000032,0,1741996799999,0,0,0,0,False,0
STG/USDC,1741910400000,0.2601,0.2601,0.2601,0.2601,0,1741996799999,0,0,0,0,False,0
EIGEN/USDT,1741910400000,50.13,50.13,50.13,50.13,0,1741996799999,0,0,0,0,False,0
WBNB/USDC,1741910400000,649.7,649.7,649.7,649.7,0,1741996799999,0,0,0,0,False,0
EIGEN/USDC,1741910400000,1.069,1.152,1.063,1.146,72083.66662,1741996799999,64580.191,10278,64580.191,72083.66662,False,1.067
OP/USDC,1741910400000,1.139,1.139,1.139,1.139,0,1741996799999,0,0,0,0,False,0
GRT/ETH,1741910400000,0.236,0.236,0.236,0.236,0,1741996799999,0,0,0,0,False,0
GRT/USDM,1741910400000,0.261,0.261,0.261,0.261,0,1741996799999,0,0,0,0,False,0
GRT/USDC,1741910400000,0.0892,0.096,0.0889,0.095,20174.136981,1741996799999,218399.5,3851,218399.5,20174.136981,False,0.092518
SYN/USDC,1741910400000,0.3533,0.3533,0.3533,0.3533,0,1741996799999,0,0,0,0,False,0
SNT/USDC,1741910400000,0.0311,0.0311,0.0311,0.0311,0,1741996799999,0,0,0,0,False,0
MATIC/USDC,1741910400000,102.3,102.3,102.3,102.3,0,1741996799999,0,0,0,0,False,0
RNDR/USDC,1741910400000,9.74,9.74,9.74,9.74,0,1741996799999,0,0,0,0,False,0
SUSHI/USDC,1741910400000,0.854,0.854,0.854,0.854,0,1741996799999,0,0,0,0,False,0
YGG/USDC,1741910400000,0.2597,0.2597,0.2597,0.2597,0,1741996799999,0,0,0,0,False,0
ALT/USDC,1741910400000,0.04435,0.04435,0.04435,0.04435,0,1741996799999,0,0,0,0,False,0
SNX/USDC,1741910400000,0.774,0.774,0.774,0.774,0,1741996799999,0,0,0,0,False,0
NAP/USDT,1741910400000,100,100,100,100,0,1741996799999,0,0,0,0,False,0
GALA/USDC,1741910400000,0.02218,0.02218,0.02218,0.02218,0,1741996799999,0,0,0,0,False,0
NEAR/USDC,1741910400000,2.574,2.717,2.555,2.67,134327.069332,1741996799999,50704.323,17340,50704.323,134327.069332,False,2.5715
PUFFER/USDC,1741910400000,0.2153,0.2229,0.2114,0.2184,9791.553576,1741996799999,45119.63,1674,45119.63,9791.553576,False,0.21558
DAI/USDT,1741910400000,101.3,101.3,101.3,101.3,0,1741996799999,0,0,0,0,False,0
DAI/USDC,1741910400000,95.8,95.8,95.8,95.8,0,1741996799999,0,0,0,0,False,0
TRB/USDC,1741910400000,35.39,35.39,35.39,35.39,0,1741996799999,0,0,0,0,False,0
WOO/USDC,1741910400000,0.0825,0.0825,0.0825,0.0825,0,1741996799999,0,0,0,0,False,0
WLD/USDC,1741910400000,0.841,0.886,0.836,0.886,18595.56951,1741996799999,21725.318,3550,21725.318,18595.56951,False,0.85584
HOT/USDC,1741910400000,0.001647,0.001647,0.001647,0.001647,0,1741996799999,0,0,0,0,False,0
Illiterate/ETH,1741910400000,0.000005,0.000005,0.000005,0.000005,0,1741996799999,0,0,0,0,False,0
ALGO/USDC,1741910400000,0.2789,0.2789,0.2789,0.2789,0,1741996799999,0,0,0,0,False,0
FLOKI/USDC,1741910400000,0.00009356,0.00009356,0.00009356,0.00009356,0,1741996799999,0,0,0,0,False,0
INJ/USDC,1741910400000,9.22,9.22,9.22,9.22,0,1741996799999,0,0,0,0,False,0
RING/USDC,1741910400000,0.001982,0.001982,0.001982,0.001982,0,1741996799999,0,0,0,0,False,0
AXL/USDC,1741910400000,0.3644,0.3795,0.3611,0.3759,39762.54798,1741996799999,107810.1,8428,107810.1,39762.54798,False,0.36538
DUSK/USDC,1741910400000,0.1339,0.1339,0.1339,0.1339,0,1741996799999,0,0,0,0,False,0
FET/USDC,1741910400000,0.397,0.397,0.397,0.397,0,1741996799999,0,0,0,0,False,0
CVX/USDC,1741910400000,2.741,2.741,2.741,2.741,0,1741996799999,0,0,0,0,False,0
PEOPLE/USDC,1741910400000,0.01531,0.01632,0.01522,0.01606,45165.735565,1741996799999,2883081.4,8596,2883081.4,45165.735565,False,0.015305
NKN/USDC,1741910400000,0.0659,0.0659,0.0659,0.0659,0,1741996799999,0,0,0,0,False,0
RPL/USDC,1741910400000,5.12,5.355,5.086,5.314,18849.379662,1741996799999,3636.758,5048,3636.758,18849.379662,False,5.1197
LINA/USDC,1741910400000,0.002691,0.002691,0.002691,0.002691,0,1741996799999,0,0,0,0,False,0
SUPER/USDC,1741910400000,0.6586,0.6586,0.6586,0.6586,0,1741996799999,0,0,0,0,False,0
ACX/USDC,1741910400000,0.2327,0.2758,0.2319,0.2604,63188.268965,1741996799999,251584.96,9483,251584.96,63188.268965,False,0.23928
