pair,date,open,high,low,close,volume,close_time,quote_volume,trades
OMG/USDC,2025-03-16,0.2649,0.2649,0.2649,0.2649,0.0,2025-03-16 23:59:59.999,0.0,0
PENDLE/USDC,2025-03-16,2.194,2.236,2.109,2.12,38509.575161,2025-03-16 23:59:59.999,17701.786,7303
AXS/USDC,2025-03-16,4.305,4.305,4.305,4.305,0.0,2025-03-16 23:59:59.999,0.0,0
FXS/USDC,2025-03-16,1.777,1.777,1.777,1.777,0.0,2025-03-16 23:59:59.999,0.0,0
SAND/USDC,2025-03-16,0.2703,0.2703,0.2703,0.2703,0.0,2025-03-16 23:59:59.999,0.0,0
APT/USDC,2025-03-16,5.351,5.392,5.161,5.196,44489.627513,2025-03-16 23:59:59.999,8405.094,6455
ACH/USDC,2025-03-16,0.03432,0.03432,0.03432,0.03432,0.0,2025-03-16 23:59:59.999,0.0,0
W/USDC,2025-03-16,0.1651,0.1651,0.1651,0.1651,0.0,2025-03-16 23:59:59.999,0.0,0
AGIX/USDC,2025-03-16,0.9077,0.9077,0.9077,0.9077,0.0,2025-03-16 23:59:59.999,0.0,0
STORJ/USDC,2025-03-16,0.38,0.38,0.38,0.38,0.0,2025-03-16 23:59:59.999,0.0,0
OMNI/USDC,2025-03-16,5.14,5.14,5.14,5.14,0.0,2025-03-16 23:59:59.999,0.0,0
LBS/USDT,2025-03-16,10000000.0,10000000.0,10000000.0,10000000.0,0.0,2025-03-16 23:59:59.999,0.0,0
DYDX/USDC,2025-03-16,0.6368,0.6468,0.6123,0.6157,68609.131387,2025-03-16 23:59:59.999,108839.987,14561
WIF/USDC,2025-03-16,0.502,0.502,0.479,0.482,7831.93478,2025-03-16 23:59:59.999,15903.79,1492
AEVO/USDC,2025-03-16,0.1651,0.1651,0.1651,0.1651,0.0,2025-03-16 23:59:59.999,0.0,0
CQT/USDC,2025-03-16,0.25,0.25,0.25,0.25,0.0,2025-03-16 23:59:59.999,0.0,0
GNO/USDC,2025-03-16,184.7,184.7,184.7,184.7,0.0,2025-03-16 23:59:59.999,0.0,0
STMX/USDC,2025-03-16,0.004283,0.004283,0.004283,0.004283,0.0,2025-03-16 23:59:59.999,0.0,0
BICO/USDC,2025-03-16,0.1818,0.1818,0.1818,0.1818,0.0,2025-03-16 23:59:59.999,0.0,0
CRV/USDC,2025-03-16,0.4196,0.4392,0.4114,0.4167,55540.223317,2025-03-16 23:59:59.999,131219.73,11039
DORKY/USDC,2025-03-16,0.025,0.025,0.025,0.025,0.0,2025-03-16 23:59:59.999,0.0,0
SUI/USDC,2025-03-16,2.354,2.368,2.228,2.238,63354.254153,2025-03-16 23:59:59.999,27357.258,5914
MANA/USDC,2025-03-16,0.2648,0.2648,0.2648,0.2648,0.0,2025-03-16 23:59:59.999,0.0,0
$MUSK/ETH,2025-03-16,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0,2025-03-16 23:59:59.999,0.0,0
BAT/USDC,2025-03-16,0.1759,0.1759,0.1759,0.1759,0.0,2025-03-16 23:59:59.999,0.0,0
STRK/USDC,2025-03-16,0.1871,0.1905,0.1794,0.1813,28268.6901,2025-03-16 23:59:59.999,152845.0,4045
ETH/USDT,2025-03-16,1938.1,1941.8,1868.1,1879.6,458210.160362,2025-03-16 23:59:59.999,239.457854,18137
ETH/USDC,2025-03-16,1938.1,1941.8,1867.9,1880.0,794706.25445,2025-03-16 23:59:59.999,416.127912,17874
ETH/USDM,2025-03-16,1938.1,1941.7,1869.0,1880.0,79286.667692,2025-03-16 23:59:59.999,41.403159,5508
ETH/WBTC,2025-03-16,0.02299,0.02305,0.02266,0.02277,0.0466737,2025-03-16 23:59:59.999,2.044944,642
PIXEL/USDC,2025-03-16,0.0603,0.0603,0.0603,0.0603,0.0,2025-03-16 23:59:59.999,0.0,0
MASK/USDC,2025-03-16,2.185,2.192,2.17,2.17,1991.77092,2025-03-16 23:59:59.999,912.957,313
OGN/USDC,2025-03-16,0.08,0.08,0.08,0.08,0.0,2025-03-16 23:59:59.999,0.0,0
1INCH/USDC,2025-03-16,0.2052,0.2052,0.0816,0.1978,11284.4097,2025-03-16 23:59:59.999,56088.79,2147
GLM/USDC,2025-03-16,0.3657,0.3657,0.3657,0.3657,0.0,2025-03-16 23:59:59.999,0.0,0
JASMY/USDC,2025-03-16,0.0147,0.01474,0.01353,0.01362,22148.73032,2025-03-16 23:59:59.999,1556491.5,4234
ONDO/USDC,2025-03-16,0.8703,0.8787,0.8228,0.8308,84853.172444,2025-03-16 23:59:59.999,98636.441,19404
MORPHO/USDC,2025-03-16,1.322,1.323,1.253,1.259,10159.449648,2025-03-16 23:59:59.999,7790.707,1940
USDM/USDC,2025-03-16,0.9999,1.0,0.9999,0.9999,41026.8578,2025-03-16 23:59:59.999,41030.86,5
IMX/USDC,2025-03-16,0.68,0.68,0.68,0.68,0.0,2025-03-16 23:59:59.999,0.0,0
USDM/ETH,2025-03-16,1938.1,1941.7,1869.0,1880.0,79286.667692,2025-03-16 23:59:59.999,41.403159,5508
NSTR/USDC,2025-03-16,0.102,0.102,0.102,0.102,0.0,2025-03-16 23:59:59.999,0.0,0
USDM/USDT,2025-03-16,0.01078,0.01078,0.01078,0.01078,0.0,2025-03-16 23:59:59.999,0.0,0
COMP/USDC,2025-03-16,42.21,42.73,40.48,41.43,24461.172631,2025-03-16 23:59:59.999,581.5593,5152
L3/USDC,2025-03-16,0.1007,0.1007,0.1007,0.1007,0.0,2025-03-16 23:59:59.999,0.0,0
SHIB/USDC,2025-03-16,1.284e-05,1.317e-05,1.266e-05,1.275e-05,13504.79697,2025-03-16 23:59:59.999,1047466800.0,2564
OCEAN/USDC,2025-03-16,0.9123,0.9123,0.9123,0.9123,0.0,2025-03-16 23:59:59.999,0.0,0
Olda/USDT,2025-03-16,0.012,0.012,0.012,0.012,0.0,2025-03-16 23:59:59.999,0.0,0
LQTY/USDC,2025-03-16,0.899,0.899,0.899,0.899,0.0,2025-03-16 23:59:59.999,0.0,0
GMT/USDC,2025-03-16,0.0675,0.0675,0.0675,0.0675,0.0,2025-03-16 23:59:59.999,0.0,0
PORTAL/USDC,2025-03-16,0.1374,0.1374,0.1374,0.1374,0.0,2025-03-16 23:59:59.999,0.0,0
MEME/USDC,2025-03-16,0.00405,0.00405,0.00405,0.00405,0.0,2025-03-16 23:59:59.999,0.0,0
ZK/USDC,2025-03-16,2.077,2.077,2.077,2.077,0.0,2025-03-16 23:59:59.999,0.0,0
T/USDC,2025-03-16,0.02147,0.02147,0.02147,0.02147,0.0,2025-03-16 23:59:59.999,0.0,0
ILV/USDC,2025-03-16,20.37,20.37,20.37,20.37,0.0,2025-03-16 23:59:59.999,0.0,0
BRETT/USDC,2025-03-16,0.0426,0.0426,0.0426,0.0426,0.0,2025-03-16 23:59:59.999,0.0,0
ATH/USDC,2025-03-16,0.03602,0.03602,0.03602,0.03602,0.0,2025-03-16 23:59:59.999,0.0,0
PEPE/USDC,2025-03-16,7.14e-06,7.18e-06,6.69e-06,6.75e-06,13064.66632,2025-03-16 23:59:59.999,1867115000.0,2472
POL/USDC,2025-03-16,0.219,0.219,0.219,0.219,0.0,2025-03-16 23:59:59.999,0.0,0
Elon/USDT,2025-03-16,34.12,34.12,34.12,34.12,0.0,2025-03-16 23:59:59.999,0.0,0
VEN/ETH,2025-03-16,5.655e-10,5.655e-10,5.655e-10,5.655e-10,0.0,2025-03-16 23:59:59.999,0.0,0
USDC/ETH,2025-03-16,1938.1,1941.8,1867.9,1879.5,794948.92125,2025-03-16 23:59:59.999,416.257006,17880
USDC/USDT,2025-03-16,1.0,1.0,1.0,1.0,0.0,2025-03-16 23:59:59.999,0.0,0
LDO/USDC,2025-03-16,0.963,0.964,0.905,0.9116,17866.14535,2025-03-16 23:59:59.999,19035.833,1891
LDO/ETH,2025-03-16,1.0,1.0,1.0,1.0,0.0,2025-03-16 23:59:59.999,0.0,0
ZRO/USDC,2025-03-16,1.618,1.618,1.618,1.618,0.0,2025-03-16 23:59:59.999,0.0,0
USUAL/USDC,2025-03-16,0.179,0.1851,0.172,0.1732,51444.853417,2025-03-16 23:59:59.999,288256.404,7024
ARPA/USDC,2025-03-16,0.03583,0.03583,0.03583,0.03583,0.0,2025-03-16 23:59:59.999,0.0,0
ZEUS/ETH,2025-03-16,0.00034,0.00034,0.00034,0.00034,0.0,2025-03-16 23:59:59.999,0.0,0
ENJ/USDC,2025-03-16,0.3661,0.3661,0.3661,0.3661,0.0,2025-03-16 23:59:59.999,0.0,0
GAL/USDC,2025-03-16,4.054,4.054,4.054,4.054,0.0,2025-03-16 23:59:59.999,0.0,0
MKR/USDC,2025-03-16,1216.0,1236.0,1157.0,1171.0,6176.892975,2025-03-16 23:59:59.999,5.143267,1182
ARB/USDC,2025-03-16,0.3645,0.3654,0.3486,0.35,40217.71135,2025-03-16 23:59:59.999,112223.67,6993
WKLAY/USDC,2025-03-16,0.1306,0.1306,0.1306,0.1306,0.0,2025-03-16 23:59:59.999,0.0,0
BEAM/USDC,2025-03-16,0.0091,0.0091,0.0091,0.0091,0.0,2025-03-16 23:59:59.999,0.0,0
BIO/USDC,2025-03-16,0.1166,0.1166,0.1166,0.1166,0.0,2025-03-16 23:59:59.999,0.0,0
CELR/USDC,2025-03-16,0.01266,0.01266,0.01266,0.01266,0.0,2025-03-16 23:59:59.999,0.0,0
SEI/USDC,2025-03-16,0.1939,0.1939,0.1939,0.1939,0.0,2025-03-16 23:59:59.999,0.0,0
G/USDC,2025-03-16,0.01888,0.01888,0.01888,0.01888,0.0,2025-03-16 23:59:59.999,0.0,0
ZRC/USDC,2025-03-16,0.06332,0.06332,0.06332,0.06332,0.0,2025-03-16 23:59:59.999,0.0,0
MAGA/USDT,2025-03-16,134.1,134.1,134.1,134.1,0.0,2025-03-16 23:59:59.999,0.0,0
LYV/USDC,2025-03-16,0.1,0.1,0.1,0.1,0.0,2025-03-16 23:59:59.999,0.0,0
UNI/ETH,2025-03-16,0.0532,0.0532,0.0532,0.0532,0.0,2025-03-16 23:59:59.999,0.0,0
CELO/USDC,2025-03-16,0.4339,0.4339,0.4339,0.4339,0.0,2025-03-16 23:59:59.999,0.0,0
UNI/USDC,2025-03-16,6.276,6.298,6.011,6.047,162495.680192,2025-03-16 23:59:59.999,26233.326,16163
WAVAX/USDC,2025-03-16,24.11,24.11,24.11,24.11,0.0,2025-03-16 23:59:59.999,0.0,0
ARKM/USDC,2025-03-16,0.64,0.64,0.64,0.64,0.0,2025-03-16 23:59:59.999,0.0,0
ENS/ETH,2025-03-16,0.1,0.1,0.1,0.1,0.0,2025-03-16 23:59:59.999,0.0,0
ENS/USDC,2025-03-16,17.17,17.28,16.26,16.35,15508.15995,2025-03-16 23:59:59.999,923.0233,2952
ETHFI/USDC,2025-03-16,0.703,0.712,0.671,0.678,4694.84405,2025-03-16 23:59:59.999,6747.69,888
METIS/USDC,2025-03-16,25.2,25.2,25.2,25.2,0.0,2025-03-16 23:59:59.999,0.0,0
MAP/USDC,2025-03-16,0.0002734,0.0002734,0.0002734,0.0002734,0.0,2025-03-16 23:59:59.999,0.0,0
BLUR/USDC,2025-03-16,0.1421,0.1421,0.1421,0.1421,0.0,2025-03-16 23:59:59.999,0.0,0
HIFI/USDC,2025-03-16,0.442,0.442,0.442,0.442,0.0,2025-03-16 23:59:59.999,0.0,0
FRONT/USDC,2025-03-16,0.769,0.769,0.769,0.769,0.0,2025-03-16 23:59:59.999,0.0,0
SWELL/USDC,2025-03-16,0.01124,0.01185,0.01109,0.01115,6626.440873,2025-03-16 23:59:59.999,574950.8,1467
REQ/USDC,2025-03-16,0.1002,0.1002,0.1002,0.1002,0.0,2025-03-16 23:59:59.999,0.0,0
RDNT/USDC,2025-03-16,0.0326,0.0326,0.0326,0.0326,0.0,2025-03-16 23:59:59.999,0.0,0
API3/USDC,2025-03-16,0.884,0.884,0.884,0.884,0.0,2025-03-16 23:59:59.999,0.0,0
JUP/USDC,2025-03-16,0.7443,0.7443,0.7443,0.7443,0.0,2025-03-16 23:59:59.999,0.0,0
DG/ETH,2025-03-16,4.424e-05,4.424e-05,4.424e-05,4.424e-05,0.0,2025-03-16 23:59:59.999,0.0,0
DG/USDT,2025-03-16,0.08085,0.08085,0.08085,0.08085,0.0,2025-03-16 23:59:59.999,0.0,0
DG/USDM,2025-03-16,0.1398,0.1398,0.1398,0.1398,0.0,2025-03-16 23:59:59.999,0.0,0
DG/USDC,2025-03-16,0.08106,0.08129,0.08083,0.08129,1208.98494,2025-03-16 23:59:59.999,14911.6,8
LPT/USDC,2025-03-16,7.179,7.179,7.179,7.179,0.0,2025-03-16 23:59:59.999,0.0,0
RARE/USDC,2025-03-16,0.0688,0.0688,0.0688,0.0688,0.0,2025-03-16 23:59:59.999,0.0,0
MAV/USDC,2025-03-16,0.0903,0.0903,0.0903,0.0903,0.0,2025-03-16 23:59:59.999,0.0,0
RSR/USDC,2025-03-16,0.008297,0.008297,0.008297,0.008297,0.0,2025-03-16 23:59:59.999,0.0,0
REZ/USDC,2025-03-16,0.01582,0.01582,0.01582,0.01582,0.0,2025-03-16 23:59:59.999,0.0,0
COW/USDC,2025-03-16,0.3023,0.3048,0.2882,0.2916,18045.917808,2025-03-16 23:59:59.999,60478.78,3634
USDT/ETH,2025-03-16,1938.1,1941.8,1868.1,1879.3,458260.226162,2025-03-16 23:59:59.999,239.484494,18139
NEIRO/USDC,2025-03-16,0.02019,0.02019,0.02019,0.02019,0.0,2025-03-16 23:59:59.999,0.0,0
USDT/USDC,2025-03-16,1.0,1.0,1.0,1.0,0.0,2025-03-16 23:59:59.999,0.0,0
SFP/USDC,2025-03-16,0.6404,0.6404,0.6404,0.6404,0.0,2025-03-16 23:59:59.999,0.0,0
PHA/USDC,2025-03-16,0.122,0.1221,0.1163,0.1168,8876.860896,2025-03-16 23:59:59.999,74045.78,1691
CHR/USDC,2025-03-16,0.1314,0.1314,0.1314,0.1314,0.0,2025-03-16 23:59:59.999,0.0,0
UMA/USDC,2025-03-16,1.569,1.569,1.569,1.569,0.0,2025-03-16 23:59:59.999,0.0,0
SOL/USDC,2025-03-16,135.9,136.7,129.8,130.1,27069.37706,2025-03-16 23:59:59.999,202.20779,3858
SOL/USDT,2025-03-16,19861.2,19861.2,19861.2,19861.2,0.0,2025-03-16 23:59:59.999,0.0,0
KNC/USDC,2025-03-16,0.4194,0.4194,0.4194,0.4194,0.0,2025-03-16 23:59:59.999,0.0,0
TFC/ETH,2025-03-16,0.001123,0.001123,0.001123,0.001123,0.0,2025-03-16 23:59:59.999,0.0,0
COTI/USDC,2025-03-16,0.08498,0.08498,0.08498,0.08498,0.0,2025-03-16 23:59:59.999,0.0,0
ENA/USDC,2025-03-16,0.3716,0.3785,0.3538,0.3566,100813.358312,2025-03-16 23:59:59.999,274660.06,9339
AIB/ETH,2025-03-16,1e-05,1e-05,1e-05,1e-05,0.0,2025-03-16 23:59:59.999,0.0,0
ZRX/USDC,2025-03-16,0.2547,0.2557,0.2452,0.2457,22759.981896,2025-03-16 23:59:59.999,90369.1,3302
WBTC/ETH,2025-03-16,0.02299,0.02305,0.02266,0.02277,0.0466737,2025-03-16 23:59:59.999,2.044944,642
WBTC/USDC,2025-03-16,84390.8,84466.9,82425.6,82641.9,420548.378245,2025-03-16 23:59:59.999,4.99067441,24960
SKL/USDC,2025-03-16,0.03448,0.03448,0.03448,0.03448,0.0,2025-03-16 23:59:59.999,0.0,0
PYTH/USDC,2025-03-16,0.1513,0.1534,0.1467,0.147,9371.16375,2025-03-16 23:59:59.999,62331.55,1788
AUCTION/USDC,2025-03-16,14.2,14.2,14.2,14.2,0.0,2025-03-16 23:59:59.999,0.0,0
APE/USDC,2025-03-16,0.482,0.482,0.482,0.482,0.0,2025-03-16 23:59:59.999,0.0,0
ID/USDC,2025-03-16,0.3639,0.3639,0.3639,0.3639,0.0,2025-03-16 23:59:59.999,0.0,0
AAVE/USDC,2025-03-16,173.1,174.1,164.7,165.6,16899.76614,2025-03-16 23:59:59.999,99.00538,3216
IOTX/USDC,2025-03-16,0.05095,0.05095,0.05095,0.05095,0.0,2025-03-16 23:59:59.999,0.0,0
LOOKS/USDC,2025-03-16,0.0167,0.0167,0.0167,0.0167,0.0,2025-03-16 23:59:59.999,0.0,0
BAND/USDC,2025-03-16,1.026,1.026,1.026,1.026,0.0,2025-03-16 23:59:59.999,0.0,0
Sailor/USDT,2025-03-16,3.2e-06,3.2e-06,3.2e-06,3.2e-06,0.0,2025-03-16 23:59:59.999,0.0,0
GTC/USDC,2025-03-16,0.46,0.46,0.46,0.46,0.0,2025-03-16 23:59:59.999,0.0,0
STG/USDC,2025-03-16,0.2601,0.2601,0.2601,0.2601,0.0,2025-03-16 23:59:59.999,0.0,0
WBNB/USDC,2025-03-16,649.7,649.7,649.7,649.7,0.0,2025-03-16 23:59:59.999,0.0,0
EIGEN/USDT,2025-03-16,50.13,50.13,50.13,50.13,0.0,2025-03-16 23:59:59.999,0.0,0
EIGEN/USDC,2025-03-16,1.17,1.174,1.099,1.106,37223.01964,2025-03-16 23:59:59.999,32592.236,5305
OP/USDC,2025-03-16,1.139,1.139,1.139,1.139,0.0,2025-03-16 23:59:59.999,0.0,0
GRT/ETH,2025-03-16,0.236,0.236,0.236,0.236,0.0,2025-03-16 23:59:59.999,0.0,0
GRT/USDM,2025-03-16,0.261,0.261,0.261,0.261,0.0,2025-03-16 23:59:59.999,0.0,0
GRT/USDC,2025-03-16,0.0959,0.0962,0.0914,0.0919,9185.8326,2025-03-16 23:59:59.999,97562.09,1752
SNT/USDC,2025-03-16,0.0311,0.0311,0.0311,0.0311,0.0,2025-03-16 23:59:59.999,0.0,0
SYN/USDC,2025-03-16,0.3533,0.3533,0.3533,0.3533,0.0,2025-03-16 23:59:59.999,0.0,0
MATIC/USDC,2025-03-16,102.3,102.3,102.3,102.3,0.0,2025-03-16 23:59:59.999,0.0,0
RNDR/USDC,2025-03-16,9.74,9.74,9.74,9.74,0.0,2025-03-16 23:59:59.999,0.0,0
SUSHI/USDC,2025-03-16,0.854,0.854,0.854,0.854,0.0,2025-03-16 23:59:59.999,0.0,0
YGG/USDC,2025-03-16,0.2597,0.2597,0.2597,0.2597,0.0,2025-03-16 23:59:59.999,0.0,0
ALT/USDC,2025-03-16,0.04435,0.04435,0.04435,0.04435,0.0,2025-03-16 23:59:59.999,0.0,0
SNX/USDC,2025-03-16,0.774,0.774,0.774,0.774,0.0,2025-03-16 23:59:59.999,0.0,0
GALA/USDC,2025-03-16,0.02218,0.02218,0.02218,0.02218,0.0,2025-03-16 23:59:59.999,0.0,0
NAP/USDT,2025-03-16,100.0,100.0,100.0,100.0,0.0,2025-03-16 23:59:59.999,0.0,0
NEAR/USDC,2025-03-16,2.644,2.669,2.537,2.546,57664.01935,2025-03-16 23:59:59.999,21994.37,7862
PUFFER/USDC,2025-03-16,0.2189,0.2294,0.2161,0.2177,5906.649348,2025-03-16 23:59:59.999,26666.48,978
DAI/USDT,2025-03-16,101.3,101.3,101.3,101.3,0.0,2025-03-16 23:59:59.999,0.0,0
DAI/USDC,2025-03-16,95.8,95.8,95.8,95.8,0.0,2025-03-16 23:59:59.999,0.0,0
TRB/USDC,2025-03-16,35.39,35.39,35.39,35.39,0.0,2025-03-16 23:59:59.999,0.0,0
WOO/USDC,2025-03-16,0.0825,0.0825,0.0825,0.0825,0.0,2025-03-16 23:59:59.999,0.0,0
WLD/USDC,2025-03-16,0.878,0.912,0.848,0.856,15556.47118,2025-03-16 23:59:59.999,17738.731,2977
HOT/USDC,2025-03-16,0.001647,0.001647,0.001647,0.001647,0.0,2025-03-16 23:59:59.999,0.0,0
Illiterate/ETH,2025-03-16,5e-06,5e-06,5e-06,5e-06,0.0,2025-03-16 23:59:59.999,0.0,0
ALGO/USDC,2025-03-16,0.2789,0.2789,0.2789,0.2789,0.0,2025-03-16 23:59:59.999,0.0,0
FLOKI/USDC,2025-03-16,9.356e-05,9.356e-05,9.356e-05,9.356e-05,0.0,2025-03-16 23:59:59.999,0.0,0
INJ/USDC,2025-03-16,9.22,9.22,9.22,9.22,0.0,2025-03-16 23:59:59.999,0.0,0
RING/USDC,2025-03-16,0.001982,0.001982,0.001982,0.001982,0.0,2025-03-16 23:59:59.999,0.0,0
AXL/USDC,2025-03-16,0.4105,0.4125,0.3949,0.398,29994.267381,2025-03-16 23:59:59.999,73835.55,6737
DUSK/USDC,2025-03-16,0.1339,0.1339,0.1339,0.1339,0.0,2025-03-16 23:59:59.999,0.0,0
FET/USDC,2025-03-16,0.397,0.397,0.397,0.397,0.0,2025-03-16 23:59:59.999,0.0,0
CVX/USDC,2025-03-16,2.741,2.741,2.741,2.741,0.0,2025-03-16 23:59:59.999,0.0,0
PEOPLE/USDC,2025-03-16,0.01653,0.0169,0.01579,0.01591,29197.50951,2025-03-16 23:59:59.999,1783122.7,5558
NKN/USDC,2025-03-16,0.0659,0.0659,0.0659,0.0659,0.0,2025-03-16 23:59:59.999,0.0,0
RPL/USDC,2025-03-16,5.312,5.316,5.107,5.137,11110.387128,2025-03-16 23:59:59.999,2122.982,3059
LINA/USDC,2025-03-16,0.002691,0.002691,0.002691,0.002691,0.0,2025-03-16 23:59:59.999,0.0,0
SUPER/USDC,2025-03-16,0.6586,0.6586,0.6586,0.6586,0.0,2025-03-16 23:59:59.999,0.0,0
ACX/USDC,2025-03-16,0.2509,0.2569,0.2423,0.2424,33339.19875,2025-03-16 23:59:59.999,133338.68,5098
