pair,0,1,2,3,4,5,6,7,8,9,10,11,12
FXS/USDC,1744502400000,1.777,1.777,1.777,1.777,0,1744588799999,0,0,0,0,True,0
FXS/USDC,1744588800000,1.777,1.777,1.777,1.777,0,1744675199999,0,0,0,0,True,0
FXS/USDC,1744675200000,1.777,1.777,1.777,1.777,0,1744761599999,0,0,0,0,True,0
FXS/USDC,1744761600000,1.777,1.777,1.777,1.777,0,1744847999999,0,0,0,0,False,0
W/USDC,1744502400000,0.1651,0.1651,0.1651,0.1651,0,1744588799999,0,0,0,0,True,0
W/USDC,1744588800000,0.1651,0.1651,0.1651,0.1651,0,1744675199999,0,0,0,0,True,0
W/USDC,1744675200000,0.1651,0.1651,0.1651,0.1651,0,1744761599999,0,0,0,0,True,0
W/USDC,1744761600000,0.1651,0.1651,0.1651,0.1651,0,1744847999999,0,0,0,0,False,0
AGIX/USDC,1744502400000,0.9077,0.9077,0.9077,0.9077,0,1744588799999,0,0,0,0,True,0
AGIX/USDC,1744588800000,0.9077,0.9077,0.9077,0.9077,0,1744675199999,0,0,0,0,True,0
AGIX/USDC,1744675200000,0.9077,0.9077,0.9077,0.9077,0,1744761599999,0,0,0,0,True,0
AGIX/USDC,1744761600000,0.9077,0.9077,0.9077,0.9077,0,1744847999999,0,0,0,0,False,0
STORJ/USDC,1744502400000,0.38,0.38,0.38,0.38,0,1744588799999,0,0,0,0,True,0
STORJ/USDC,1744588800000,0.38,0.38,0.38,0.38,0,1744675199999,0,0,0,0,True,0
STORJ/USDC,1744675200000,0.38,0.38,0.38,0.38,0,1744761599999,0,0,0,0,True,0
STORJ/USDC,1744761600000,0.38,0.38,0.38,0.38,0,1744847999999,0,0,0,0,False,0
ACH/USDC,1744502400000,0.03432,0.03432,0.03432,0.03432,0,1744588799999,0,0,0,0,True,0
ACH/USDC,1744588800000,0.03432,0.03432,0.03432,0.03432,0,1744675199999,0,0,0,0,True,0
ACH/USDC,1744675200000,0.03432,0.03432,0.03432,0.03432,0,1744761599999,0,0,0,0,True,0
ACH/USDC,1744761600000,0.03432,0.03432,0.03432,0.03432,0,1744847999999,0,0,0,0,False,0
OMNI/USDC,1744502400000,5.14,5.14,5.14,5.14,0,1744588799999,0,0,0,0,True,0
OMNI/USDC,1744588800000,5.14,5.14,5.14,5.14,0,1744675199999,0,0,0,0,True,0
OMNI/USDC,1744675200000,5.14,5.14,5.14,5.14,0,1744761599999,0,0,0,0,True,0
OMNI/USDC,1744761600000,5.14,5.14,5.14,5.14,0,1744847999999,0,0,0,0,False,0
DYDX/USDC,1744502400000,0.5783,0.5804,0.5377,0.5494,144193.593151,1744588799999,256463.966,30769,256463.966,144193.593151,True,0.57804
DYDX/USDC,1744588800000,0.5494,0.5733,0.5483,0.5548,184844.78049,1744675199999,329799.958,39564,329799.958,184844.78049,True,0.55528
DYDX/USDC,1744675200000,0.5548,0.5678,0.5392,0.5452,147861.164704,1744761599999,266671.684,31590,266671.684,147861.164704,True,0.55402
DYDX/USDC,1744761600000,0.5452,0.5552,0.5401,0.5487,51458.865985,1744847999999,93730.463,10786,93730.463,51458.865985,False,0.54411
LBS/USDT,1744502400000,10000000,10000000,10000000,10000000,0,1744588799999,0,0,0,0,True,0
LBS/USDT,1744588800000,10000000,10000000,10000000,10000000,0,1744675199999,0,0,0,0,True,0
LBS/USDT,1744675200000,10000000,10000000,10000000,10000000,0,1744761599999,0,0,0,0,True,0
LBS/USDT,1744761600000,10000000,10000000,10000000,10000000,0,1744847999999,0,0,0,0,False,0
AEVO/USDC,1744502400000,0.1651,0.1651,0.1651,0.1651,0,1744588799999,0,0,0,0,True,0
AEVO/USDC,1744588800000,0.1651,0.1651,0.1651,0.1651,0,1744675199999,0,0,0,0,True,0
AEVO/USDC,1744675200000,0.1651,0.1651,0.1651,0.1651,0,1744761599999,0,0,0,0,True,0
AEVO/USDC,1744761600000,0.1651,0.1651,0.1651,0.1651,0,1744847999999,0,0,0,0,False,0
CQT/USDC,1744502400000,0.25,0.25,0.25,0.25,0,1744588799999,0,0,0,0,True,0
CQT/USDC,1744588800000,0.25,0.25,0.25,0.25,0,1744675199999,0,0,0,0,True,0
CQT/USDC,1744675200000,0.25,0.25,0.25,0.25,0,1744761599999,0,0,0,0,True,0
CQT/USDC,1744761600000,0.25,0.25,0.25,0.25,0,1744847999999,0,0,0,0,False,0
WIF/USDC,1744502400000,0.468,0.478,0.439,0.445,22771.36021,1744588799999,49313.23,4289,49313.23,22771.36021,True,0.46246
WIF/USDC,1744588800000,0.445,0.482,0.422,0.432,25945.50533,1744675199999,57852.02,4952,57852.02,25945.50533,True,0.45146
WIF/USDC,1744675200000,0.432,0.437,0.388,0.39,17912.41414,1744761599999,43264.21,3417,43264.21,17912.41414,True,0.41153
WIF/USDC,1744761600000,0.39,0.39,0.369,0.371,4796.96285,1744847999999,12713.04,918,12713.04,4796.96285,False,0.37713
STMX/USDC,1744502400000,0.004283,0.004283,0.004283,0.004283,0,1744588799999,0,0,0,0,True,0
STMX/USDC,1744588800000,0.004283,0.004283,0.004283,0.004283,0,1744675199999,0,0,0,0,True,0
STMX/USDC,1744675200000,0.004283,0.004283,0.004283,0.004283,0,1744761599999,0,0,0,0,True,0
STMX/USDC,1744761600000,0.004283,0.004283,0.004283,0.004283,0,1744847999999,0,0,0,0,False,0
GNO/USDC,1744502400000,184.7,184.7,184.7,184.7,0,1744588799999,0,0,0,0,True,0
GNO/USDC,1744588800000,184.7,184.7,184.7,184.7,0,1744675199999,0,0,0,0,True,0
GNO/USDC,1744675200000,184.7,184.7,184.7,184.7,0,1744761599999,0,0,0,0,True,0
GNO/USDC,1744761600000,184.7,184.7,184.7,184.7,0,1744847999999,0,0,0,0,False,0
CRV/USDC,1744502400000,0.6245,0.6405,0.5839,0.6002,331668.103671,1744588799999,539777.74,71167,539777.74,331668.103671,True,0.62661
CRV/USDC,1744588800000,0.6002,0.6263,0.5859,0.5874,292251.316536,1744675199999,483980.01,65840,483980.01,292251.316536,True,0.60135
CRV/USDC,1744675200000,0.5874,0.6107,0.5692,0.5843,257577.247372,1744761599999,436358.32,56457,436358.32,257577.247372,True,0.57757
CRV/USDC,1744761600000,0.5843,0.6224,0.578,0.5968,140505.400868,1744847999999,232699,30768,232699,140505.400868,False,0.58394
BICO/USDC,1744502400000,0.1818,0.1818,0.1818,0.1818,0,1744588799999,0,0,0,0,True,0
BICO/USDC,1744588800000,0.1818,0.1818,0.1818,0.1818,0,1744675199999,0,0,0,0,True,0
BICO/USDC,1744675200000,0.1818,0.1818,0.1818,0.1818,0,1744761599999,0,0,0,0,True,0
BICO/USDC,1744761600000,0.1818,0.1818,0.1818,0.1818,0,1744847999999,0,0,0,0,False,0
SUI/USDC,1744502400000,2.347,2.416,2.205,2.234,226257.71275,1744588799999,98325.985,17684,98325.985,226257.71275,True,2.3457
SUI/USDC,1744588800000,2.234,2.351,2.176,2.194,270387.48505,1744675199999,119420.815,19393,119420.815,270387.48505,True,2.2614
SUI/USDC,1744675200000,2.194,2.249,2.085,2.089,239485.78936,1744761599999,110214.716,16327,110214.716,239485.78936,True,2.1847
SUI/USDC,1744761600000,2.089,2.114,2.057,2.081,79508.48094,1744847999999,38022.775,5518,38022.775,79508.48094,False,2.0853
DORKY/USDC,1744502400000,0.02513,0.02513,0.02141,0.02141,83.4784,1744588799999,3723.2,3,3723.2,83.4784,True,0.022263
DORKY/USDC,1744588800000,0.02141,0.02141,0.02141,0.02141,0,1744675199999,0,0,0,0,True,0
DORKY/USDC,1744675200000,0.02141,0.02141,0.02141,0.02141,0,1744761599999,0,0,0,0,True,0
DORKY/USDC,1744761600000,0.02141,0.02141,0.02141,0.02141,0,1744847999999,0,0,0,0,False,0
MANA/USDC,1744502400000,0.1916,0.1916,0.1916,0.1916,0,1744588799999,0,0,0,0,True,0
MANA/USDC,1744588800000,0.1916,0.1916,0.1916,0.1916,0,1744675199999,0,0,0,0,True,0
MANA/USDC,1744675200000,0.1916,0.1916,0.1916,0.1916,0,1744761599999,0,0,0,0,True,0
MANA/USDC,1744761600000,0.1916,0.1916,0.1916,0.1916,0,1744847999999,0,0,0,0,False,0
BAT/USDC,1744502400000,0.1759,0.1759,0.1759,0.1759,0,1744588799999,0,0,0,0,True,0
BAT/USDC,1744588800000,0.1759,0.1759,0.1759,0.1759,0,1744675199999,0,0,0,0,True,0
BAT/USDC,1744675200000,0.1759,0.1759,0.1759,0.1759,0,1744761599999,0,0,0,0,True,0
BAT/USDC,1744761600000,0.1759,0.1759,0.1759,0.1759,0,1744847999999,0,0,0,0,False,0
$MUSK/ETH,1744502400000,0.00000305,0.00000305,0.00000305,0.00000305,0,1744588799999,0,0,0,0,True,0
$MUSK/ETH,1744588800000,0.00000305,0.00000305,0.00000305,0.00000305,0,1744675199999,0,0,0,0,True,0
$MUSK/ETH,1744675200000,0.00000305,0.00000305,0.00000305,0.00000305,0,1744761599999,0,0,0,0,True,0
$MUSK/ETH,1744761600000,0.00000305,0.00000305,0.00000305,0.00000305,0,1744847999999,0,0,0,0,False,0
STRK/USDC,1744502400000,0.1339,0.1346,0.1221,0.1246,44854.71404,1744588799999,345618.13,6420,345618.13,44854.71404,True,0.13377
STRK/USDC,1744588800000,0.1246,0.1292,0.1208,0.121,46827.059296,1744675199999,373817.31,6691,373817.31,46827.059296,True,0.12628
STRK/USDC,1744675200000,0.121,0.1275,0.1177,0.1274,40222.37161,1744761599999,330711.81,5728,330711.81,40222.37161,True,0.12027
STRK/USDC,1744761600000,0.1274,0.1282,0.1224,0.1229,16491.72615,1744847999999,130965.39,2345,130965.39,16491.72615,False,0.12665
ETH/USDC,1744502400000,1644.9,1650.2,1564.4,1598.5,3296124.468459,1744588799999,2050.998903,67883,2050.998903,3296124.468459,True,1645.3
ETH/USDC,1744588800000,1598.5,1691.8,1596.4,1624.5,3928311.590614,1744675199999,2395.30004,79052,2395.30004,3928311.590614,True,1598.7
ETH/USDC,1744675200000,1624.5,1661.6,1584.8,1589.6,3021021.046942,1744761599999,1859.971443,58467,1859.971443,3021021.046942,True,1624.7
ETH/USDC,1744761600000,1589.6,1605,1556.3,1573.5,1375339.213114,1744847999999,869.780582,26509,869.780582,1375339.213114,False,1589.1
ETH/USDM,1744502400000,1645,1650.1,1568.7,1598.6,315318.272963,1744588799999,195.949033,20063,195.949033,315318.272963,True,1644.5
ETH/USDM,1744588800000,1598.6,1691.7,1597,1624.8,362640.174134,1744675199999,221.096911,22263,221.096911,362640.174134,True,1601.7
ETH/USDM,1744675200000,1624.8,1661.6,1584.6,1589.6,995293.196976,1744761599999,613.279346,50377,613.279346,995293.196976,True,1624.8
ETH/USDM,1744761600000,1589.6,1605,1557.2,1573.4,450836.184359,1744847999999,284.986956,23834,284.986956,450836.184359,False,1588.8
ETH/USDT,1744502400000,1644.9,1650.3,1564,1598.6,1743510.727341,1744588799999,1083.663462,64823,1083.663462,1743510.727341,True,1645.1
ETH/USDT,1744588800000,1598.6,1691.8,1596.4,1624.5,2249352.900057,1744675199999,1371.105318,77983,1371.105318,2249352.900057,True,1598.9
ETH/USDT,1744675200000,1624.5,1661.6,1584.1,1589.6,1936057.135512,1744761599999,1191.520519,62452,1191.520519,1936057.135512,True,1624.6
ETH/USDT,1744761600000,1589.6,1605,1556.7,1573.4,683642.285423,1744847999999,432.14357,23870,432.14357,683642.285423,False,1588.7
ETH/WBTC,1744502400000,0.01929,0.01941,0.01877,0.01909,0.13481088,1744588799999,7.074747,1886,7.074747,0.13481088,True,0.019101
ETH/WBTC,1744588800000,0.01909,0.01993,0.01903,0.0192,0.1438045,1744675199999,7.39831,2038,7.39831,0.1438045,True,0.01942
ETH/WBTC,1744675200000,0.0192,0.01926,0.01889,0.019,0.14345448,1744761599999,7.512461,1418,7.512461,0.14345448,True,0.019197
ETH/WBTC,1744761600000,0.019,0.01914,0.01869,0.0188,0.05892125,1744847999999,3.114202,676,3.114202,0.05892125,False,0.018981
PIXEL/USDC,1744502400000,0.0603,0.0603,0.0603,0.0603,0,1744588799999,0,0,0,0,True,0
PIXEL/USDC,1744588800000,0.0603,0.0603,0.0603,0.0603,0,1744675199999,0,0,0,0,True,0
PIXEL/USDC,1744675200000,0.0603,0.0603,0.0603,0.0603,0,1744761599999,0,0,0,0,True,0
PIXEL/USDC,1744761600000,0.0603,0.0603,0.0603,0.0603,0,1744847999999,0,0,0,0,False,0
1INCH/USDC,1744502400000,0.1783,0.1793,0.1682,0.1707,26929.72737,1744588799999,155299.87,5147,155299.87,26929.72737,True,0.17773
1INCH/USDC,1744588800000,0.1707,0.1769,0.1694,0.1698,33896.410762,1744675199999,196247.85,6468,196247.85,33896.410762,True,0.17187
1INCH/USDC,1744675200000,0.1698,0.1731,0.1648,0.1659,19876.719999,1744761599999,117225.56,3785,117225.56,19876.719999,True,0.16978
1INCH/USDC,1744761600000,0.1659,0.1699,0.1632,0.1651,6959.38853,1744847999999,41800.31,1329,41800.31,6959.38853,False,0.16777
MASK/USDC,1744502400000,1.145,1.227,1.097,1.111,55684.242382,1744588799999,47387.386,10629,47387.386,55684.242382,True,1.1369
MASK/USDC,1744588800000,1.111,1.167,1.061,1.072,32201.523732,1744675199999,29024.585,6170,29024.585,32201.523732,True,1.1353
MASK/USDC,1744675200000,1.072,1.076,1.027,1.039,16650.59779,1744761599999,15845.87,3167,15845.87,16650.59779,True,1.0638
MASK/USDC,1744761600000,1.039,1.053,1.009,1.01,5117.92629,1744847999999,4958.49,976,4958.49,5117.92629,False,1.0426
OGN/USDC,1744502400000,0.08,0.08,0.08,0.08,0,1744588799999,0,0,0,0,True,0
OGN/USDC,1744588800000,0.08,0.08,0.08,0.08,0,1744675199999,0,0,0,0,True,0
OGN/USDC,1744675200000,0.08,0.08,0.08,0.08,0,1744761599999,0,0,0,0,True,0
OGN/USDC,1744761600000,0.08,0.08,0.08,0.08,0,1744847999999,0,0,0,0,False,0
JASMY/USDC,1744502400000,0.01617,0.01772,0.01516,0.01567,156478.078129,1744588799999,9521188.4,30258,9521188.4,156478.078129,True,0.016249
JASMY/USDC,1744588800000,0.01567,0.01685,0.0149,0.01573,85495.687358,1744675199999,5362905.8,16550,5362905.8,85495.687358,True,0.015799
JASMY/USDC,1744675200000,0.01573,0.01638,0.01376,0.01376,63291.619123,1744761599999,4112368.5,12317,4112368.5,63291.619123,True,0.015707
JASMY/USDC,1744761600000,0.01376,0.01447,0.01373,0.01394,22255.927542,1744847999999,1577223.3,4254,1577223.3,22255.927542,False,0.013907
GLM/USDC,1744502400000,0.3657,0.3657,0.3657,0.3657,0,1744588799999,0,0,0,0,True,0
GLM/USDC,1744588800000,0.3657,0.3657,0.3657,0.3657,0,1744675199999,0,0,0,0,True,0
GLM/USDC,1744675200000,0.3657,0.3657,0.3657,0.3657,0,1744761599999,0,0,0,0,True,0
GLM/USDC,1744761600000,0.3657,0.3657,0.3657,0.3657,0,1744847999999,0,0,0,0,False,0
ONDO/USDC,1744502400000,0.9054,0.9282,0.8391,0.8477,200247.964483,1744588799999,226491.245,46683,226491.245,200247.964483,True,0.91252
ONDO/USDC,1744588800000,0.8477,0.914,0.8451,0.8764,251601.617572,1744675199999,285509.485,59914,285509.485,251601.617572,True,0.85921
ONDO/USDC,1744675200000,0.8764,0.8929,0.8285,0.8323,201063.098608,1744761599999,232312.094,45520,232312.094,201063.098608,True,0.87861
ONDO/USDC,1744761600000,0.8323,0.8362,0.8094,0.8208,77533.84468,1744847999999,93908.991,16768,93908.991,77533.84468,False,0.82754
MORPHO/USDC,1744502400000,1.037,1.058,0.947,0.9705,32356.469422,1744588799999,32681.827,11247,32681.827,32356.469422,True,1.0356
MORPHO/USDC,1744588800000,0.9705,1.047,0.9475,0.9814,63041.04112,1744675199999,64010.583,24092,64010.583,63041.04112,True,0.9917
MORPHO/USDC,1744675200000,0.9814,0.9871,0.8633,0.8787,60329.424731,1744761599999,63908.595,23821,63908.595,60329.424731,True,0.9721
MORPHO/USDC,1744761600000,0.8787,0.8803,0.844,0.8519,22821.809183,1744847999999,26353.532,8355,26353.532,22821.809183,False,0.87466
USDM/USDC,1744502400000,0.9999,0.9999,0.9999,0.9999,59994,1744588799999,60000,5,60000,59994,True,0.9999
USDM/USDC,1744588800000,0.9999,0.9999,0.9999,0.9999,59993.99,1744675199999,60000,6,60000,59993.99,True,0.9999
USDM/USDC,1744675200000,0.9999,0.9999,0.9999,0.9999,250542.5823,1744761599999,250567.64,11,250567.64,250542.5823,True,0.9999
USDM/USDC,1744761600000,0.9999,0.9999,0.9999,0.9999,39996,1744847999999,40000,3,40000,39996,False,0.9999
USDM/ETH,1744502400000,1645,1650.1,1568.7,1598.6,315318.272963,1744588799999,195.949033,20063,195.949033,315318.272963,True,1644.5
USDM/ETH,1744588800000,1598.6,1691.7,1597,1624.8,362640.174134,1744675199999,221.096911,22263,221.096911,362640.174134,True,1601.7
USDM/ETH,1744675200000,1624.8,1661.6,1584.6,1589.6,995293.196976,1744761599999,613.279346,50377,613.279346,995293.196976,True,1624.8
USDM/ETH,1744761600000,1589.6,1605,1557.2,1573.4,450836.184359,1744847999999,284.986956,23834,284.986956,450836.184359,False,1588.8
USDM/USDT,1744502400000,0.01078,0.01078,0.01078,0.01078,0,1744588799999,0,0,0,0,True,0
USDM/USDT,1744588800000,0.01078,0.01078,0.01078,0.01078,0,1744675199999,0,0,0,0,True,0
USDM/USDT,1744675200000,0.01078,0.01078,0.01078,0.01078,0,1744761599999,0,0,0,0,True,0
USDM/USDT,1744761600000,0.01078,0.01078,0.01078,0.01078,0,1744847999999,0,0,0,0,False,0
NSTR/USDC,1744502400000,0.102,0.102,0.102,0.102,0,1744588799999,0,0,0,0,True,0
NSTR/USDC,1744588800000,0.102,0.102,0.102,0.102,0,1744675199999,0,0,0,0,True,0
NSTR/USDC,1744675200000,0.102,0.102,0.102,0.102,0,1744761599999,0,0,0,0,True,0
NSTR/USDC,1744761600000,0.102,0.102,0.102,0.102,0,1744847999999,0,0,0,0,False,0
COMP/USDC,1744502400000,42,42.23,40.1,40.63,47353.87516,1744588799999,1150.6725,9978,1150.6725,47353.87516,True,41.887
COMP/USDC,1744588800000,40.63,42.18,40.04,40.26,55630.868427,1744675199999,1354.9968,11977,1354.9968,55630.868427,True,41.176
