token,tokenid,symbol,__row_index
0xfe3e6a25e6b192a42a44ecddcd13796471735acf,189,REEF,116
0x9c7beba8f6ef6643abd725e45a4e8387ef260649,191,G,117
0x82a77710495a35549d2add797412b4a4497d33ef,160,DOGZ,118
0xfd418e42783382e86ae91e445406600ba144d162,275,ZRC,119
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,45,MKR,120
0xb50721bcf8d664c30412cfbc6cf7a15145234ad1,90,ARB,121
0x0000000000000000000000000000000000000000,0,ETH,122
0x3429d03c6f7521aec737a0bbf2e5ddcef2c3ae31,89,PIXEL,123
0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,177,CTSI,124
0x710287d1d39dcf62094a83ebb3e736e79400068a,239,ENQAI,125
0x26b80fbfc01b71495f477d5237071242e0d959d7,84,WROSE,126
0x111111111117dc0aa78b770fa6a738034120c302,104,1INCH,127
0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,126,OGN,128
0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,77,ALT,129
0x25f8087ead173b73d6e8b84329989a8eea16cf73,134,YGG,130
0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,81,SUSHI,131
0x73d7c860998ca3c01ce8c808f5577d94d545d1b4,270,IXS,132
0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3,10,MIM,133
0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,269,ACX,134
0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,131,SUPER,135
0x84074ea631dec7a4edcd5303d164d5dea4c653d6,156,SUI,136
0x92d5942f468447f1f21c2092580f15544923b434,248,VSTR,137
0x95ed629b028cf6aadd1408bb988c6d1daabe4767,233,DORKY,138
0x0d8775f648430679a709e98d2b0cb6250d2887ef,109,BAT,139
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,38,MANA,140
0xf2fdd72bd1581b9bca7b4391975dbacca7ec37e8,237,SHIB,141
0xe3c408bd53c31c085a1746af401a4042954ff740,117,GMT,142
0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,9,WSTETH,143
0x967da4048cd07ab37855c090aaf366e4ce1b9f48,100,OCEAN,144
0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,70,AUCTION,145
0xd8912c10681d8b21fd3742244f44658dba12264e,86,PLU,146
0xb0ffa8000886e57f86dd5264b9582b2ad87b2b91,180,W,147
0xefc0ced4b3d536103e76a1c4c74f0385c8f4bdd3,149,PYTH,148
0x6215a0fc6ba68cbb0f99a9e1d3a5adf1321b6eb7,287,$MUSK,149
0xca14007eff0db1f8135f4c25b34de49ab0d42766,103,STRK,150
0xfc979087305a826c2b2a0056cfaba50aad3e6439,243,DAFI,151
0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,229,RAD,152
0x582d872a1b094fc48f5de31d3b73f2d9be47def1,187,TONCOIN,153
0x808507121b80c02388fad14726482e061b8da827,101,PENDLE,154
0xfd1450a131599ff34f3be1775d8c8bf79e353d8c,56,SHIBA,155
0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,108,AXS,156
0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,227,KEY,157
0x1ae7e1d0ce06364ced9ad58225a1705b3e5db92b,265,LMEOW,158
0x71ab77b7dbb4fa7e017bc15090b2163221420282,200,HIGH,159
0xa3f4341c3fef5963ab04135d2014ac7d68222e19,290,LOGX,160
0x58b6a8a3302369daec383334672404ee733ab239,99,LPT,161
0x366863c4d67f87cc1238d1008c7053f96e53e559,235,Sailor,162
0x57fbf85655c3a08bffe37a4f32f8adbd369508df,257,OLD,163
0x418d75f65a02b3d53b2418fb8e1fe493759c7605,151,WBNB,164
0xec53bf9167f50cdeb3ae105f56099aaab9061f83,159,EIGEN,165
0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,194,STG,166
0x1df721d242e0783f8fcab4a9ffe4f35bdf329909,153,OP,167
0xc944e90c64b2c07662a292be6244bdf05cda44a7,35,GRT,168
0xf852ffa34a20113cd741f3cd9406a1a86b70c8ab,258,UNI-V2,169
0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,116,GLM,170
0x7420b4b9a0110cdc71fb720908340c03f9bc03ec,122,JASMY,171
0x69af81e73a73b40adf4f3d4223cd9b1ece623074,51,MASK,172
0x8687a10bca6f139b25eb31020fcabb5782214764,148,JUP,173
0x853d955acef822db058eb8505911ed77f175b99e,8,FRAX,174
0x0b38210ea11411557c13457d4da7dc6ea731b88a,106,API3,175
0x53c8395465a84955c95159814461466053dedede,1,DG,176
0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,57,MCB,177
0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,47,MAGIC,178
0x0a2c375553e6965b42c135bb8b15a8914b08de0c,179,FROG,179
0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,64,LQTY,180
0xd533a949740bb3306d119cc777fa900ba034cd52,74,CRV,181
0x6810e776880c02933d47db1b9fc05908e5386b96,219,GNO,182
0xf17e65822b568b3903685a7c9f496cf7656cc6c2,207,BICO,183
0xd1d2eb1b1e90b638588728b4130137d262c87cae,115,GALA,184
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,129,SNX,185
0x8a00bf67a9bb032204da83408c4d1cd5421b40b8,139,DEGEN,186
0xd31a59c85ae9d8edefec411d448f90841571b89c,143,SOL,187
0x750c3a0a0ce9984eeb8c5d146dff024b584e5e33,140,ZKHIVE,188
0xae78736cd615f374d3085123a210448e74fc6393,12,RETH,189
0x320623b8e4ff03373931769a31fc52a4e78b5d70,221,RSR,190
0xbcca60bb61934080951369a648fb03df4f96263c,263,AUSDC,191
0x36e66fbbce51e4cd5bd3c62b637eb411b18949d4,205,OMNI,192
0x92d6c1e31e14520e676a687f0a93788b716beff5,97,DYDX,193
0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,130,STORJ,194
0x3635ffc4f860055a7f64365d39a27de3d84eb78b,273,MAGA,195
0x256a63a4900bddcf7703b601ac0b70aa2d7f9318,87,SORA,196
0x5e9b0c790707b95457d56fc8c6411662f61d4d98,76,LYV,197
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,39,ENS,198
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,52,UNI,199
0x85f138bfee4ef8e540890cfb48f620571d67eda3,145,WAVAX,200
0x3294395e62f4eb6af3f1fcf89f5602d90fb3ef69,154,CELO,201
0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,96,ARKM,202
0x10dea67478c5f8c5e2d90e5e9b26dbe60c54d800,166,TAIKO,203
0xba50933c268f567bdc86e1ac131be072c6b0b71a,107,ARPA,204
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2,USDC,205
0x6985884c4392d348587b19cb9eaaf157f13271cd,181,ZRO,206
0x5a98fcbea516cf06857215779fd812ca3bef1b32,34,LDO,207
0xc4441c2be5d8fa8126822b9929ca0b81ea0de38e,277,USUAL,208
0x226bb599a12c826476e3a771454697ea52e9e220,280,PRO,209
0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,98,IMX,210
0xc00e94cb662c3520282e6f5717214004a7f26888,40,COMP,211
0x88b9f5c66342ebaf661b3e2836b807c8cb1b3195,141,NOBL,212
0x88909d489678dd17aa6d9609f89b0419bf78fd9a,210,L3,213
0x215cff9fa9f3466b07bc6b5a5f30b925fb71163b,260,MR,214
0xe97fb0268474ef444d732f4ce5cfa6d8772b97c6,150,W,215
0xed04915c23f00a313a544955524eb7dbd823143d,188,ACH,216
0x5b7533812759b45c2b44c19e320ba2cd2681b542,105,AGIX,217
0xba25b2281214300e4e649fead9a6d6acd25f1c0a,232,TREE,218
0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,198,GTC,219
0xbf8c53c59fad2aff7ffd925db435ea10c5ea4b6c,279,SIC,220
0x9f13240c95694f203a94e4670a5c5d742b318e58,182,WYNN,221
0x5cf04716ba20127f1e2297addcf4b5035000c9eb,204,NKN,222
0x27702a26126e0b3702af63ee09ac4d1a084ef628,55,ALEPH,223
0xe0797ec1d0bb0bec541a82c5262c3b0f93f68bfe,267,JOKER,224
0x39903a1a6f289a67e0de94096915c4ccd506ab2a,296,MAIV,225
0x560363bda52bc6a44ca6c8c9b4a5fadbda32fa60,294,SFUND,226
0xae12c5930881c53715b369cec7606b70d8eb229f,83,C98,227
0xd33526068d116ce69f19a9ee46f0bd304f21a51f,53,RPL,228
0x3e9bc21c9b189c09df3ef1b824798658d5011937,123,LINA,229
0xf02123509a08632339102ee5fdd41b638592e495,231,VEN,230
0xa1cfa45c8313c2da73b93454adcb1dab24f0993a,274,Elon,231
0xccf27d3fff920d999cc7e8a3fc847a96bca44ccd,59,SVR,232
0x32e4a492068bee178a42382699dbbe8eef078800,223,BIRDPAW,233
0xf2d4900994b24adac8b396500f24e0557e2bf84d,88,RATS,234
0x5afe3855358e112b5647b952709e6165e1c1eeee,240,SAFE,235
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,43,YFI,236
0xba100000625a3754423978a60c9317c58a424e3d,137,BAL,237
0x4e15361fd6b4bb609fa63c81a2be19d873717870,112,FTM,238
0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,142,LEO,239
0xce0cd513a069e8ec9cb625fcdf6d5f29aa912dbc,245,MMS,240
0x8ce949b02edc782c04f9c618396a9f8c0e2b9274,255,ZBC,241
0x163f8c2467924be0ae7b5347228cabf260318753,71,WLD,242
0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,32,SHIB,243
0x42476f744292107e34519f9c357927074ea3f75d,203,LOOM,244
0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,62,RIO,245
0x3ed3b47dd13ec9a98b44e6204a523e766b225811,264,AUSDT,246
0x744d70fdbe2ba4cf95131626614a1763df805b9e,212,SNT,247
0x0f2d719407fdbeff09d87557abb7232601fd9f29,230,SYN,248
0x3f1ee2f15da3eaf3539006b651144ec87755876d,169,BRETT,249
0x455e53cbb86018ac2b8092fdcd39d8444affc3f6,236,POL,250
0x767fe9edc9e0df98e07454847909b5e959d7ca0e,120,ILV,251
0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,241,ATH,252
0xe31cfcd36fed044ae4cf9405b577fe875762194f,157,ALGO,253
0x9469d013805bffb7d3debe5e7839237e535ec483,46,RING,254
0xd09eb9099fac55edcbf4965e0a866779ca365a0c,234,COLON,255
0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,92,FLOKI,256
0xe28b3b32b6c345a34ff64674606124dd5aceca30,168,INJ,257
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,110,CVX,258
0xb72e76ccf005313868db7b48070901a44629da98,242,SQGROW,259
0x22514ffb0d7232a56f0c24090e7b68f179faa940,184,QORPO,260
0x090185f2135308bad17527004364ebcc2d37e5f6,193,SPELL,261
0x68749665ff8d2d112fa859aa293f07a622782f38,293,XAUT,262
0x467719ad09025fcc6cf6f8311755809d45a5e5f3,95,AXL,263
0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,173,DUSK,264
0xa0dd6dd7775e93eb842db0aa142c9c581031ed3b,63,MND,265
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,91,FET,266
0x7a58c0be72be218b41c608b7fe7c5bb630736c71,49,PEOPLE,267
0x1c88d38d04acd3edd9051ec587c67abff04bf30d,146,NEAR,268
0x0a866a8256832aaf048f274b9b538e795b64137f,238,NAP,269
0x8e870d67f660d95d5be530380d0ec0bd388289e1,7,PAX,270
0x4d1c297d39c5c1277964d0e3f8aa901493664530,244,PUFFER,271
0x0000000000085d4780b73119b644ae5ecd22b376,6,TUSD,272
0xb3999f658c0391d94a37f7ff328f3fec942bcadc,208,HFT,273
0x23878914efe38d27c4d67ab83ed1b93a74d4086a,262,AETHUSDT,274
0xdff4cd6d5c257f40d6d182a072fc08242c55c77a,138,SENSOR,275
0x8694ee05b45c9fe1058ce532de8dbcf1d84a4154,252,TFC,276
0x57e114b691db790c35207b2e685d4a43181e6061,147,ENA,277
0x5f98805a4e8be255a32880fdec7f6728c6568ba0,11,LUSD,278
0xddb3422497e61e13543bea06989c0789117555c5,214,COTI,279
0xb59490ab09a0f526cc7305822ac65f2ab12f9723,226,LIT,280
0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,216,KNC,281
