pair,0,1,2,3,4,5,6,7,8,9,10,11,12
MORPHO/USDC,1744329600000,0.9999,1.02,0.981,0.9942,28319.876018,1744415999999,28409.448,10165,28409.448,28319.876018,False,0.99847
USDM/ETH,1744329600000,1523.2,1585.4,1508.3,1568.7,245652.979934,1744415999999,158.381775,14818,158.381775,245652.979934,False,1522.6
USDM/USDT,1744329600000,0.01078,0.01078,0.01078,0.01078,0,1744415999999,0,0,0,0,False,0
NSTR/USDC,1744329600000,0.102,0.102,0.102,0.102,0,1744415999999,0,0,0,0,False,0
COMP/USDC,1744329600000,39.18,41.48,39.09,40.71,35175.151481,1744415999999,870.8044,7595,870.8044,35175.151481,False,39.942
IMX/USDC,1744329600000,0.68,0.68,0.68,0.68,0,1744415999999,0,0,0,0,False,0
L3/USDC,1744329600000,0.1007,0.1007,0.1007,0.1007,0,1744415999999,0,0,0,0,False,0
SHIB/USDC,1744329600000,0.00001165,0.00001211,0.00001162,0.00001205,17228.93192,1744415999999,1443266300,3267,1443266300,17228.93192,False,0.000011646
OCEAN/USDC,1744329600000,0.9123,0.9123,0.9123,0.9123,0,1744415999999,0,0,0,0,False,0
GMT/USDC,1744329600000,0.0675,0.0675,0.0675,0.0675,0,1744415999999,0,0,0,0,False,0
LQTY/USDC,1744329600000,0.899,0.899,0.899,0.899,0,1744415999999,0,0,0,0,False,0
Olda/USDT,1744329600000,0.012,0.012,0.012,0.012,0,1744415999999,0,0,0,0,False,0
ZK/USDC,1744329600000,2.077,2.077,2.077,2.077,0,1744415999999,0,0,0,0,False,0
PORTAL/USDC,1744329600000,0.1374,0.1374,0.1374,0.1374,0,1744415999999,0,0,0,0,False,0
MEME/USDC,1744329600000,0.00405,0.00405,0.00405,0.00405,0,1744415999999,0,0,0,0,False,0
T/USDC,1744329600000,0.02147,0.02147,0.02147,0.02147,0,1744415999999,0,0,0,0,False,0
PEPE/USDC,1744329600000,0.00000672,0.00000697,0.00000666,0.00000691,19526.16588,1744415999999,2855929000,3691,2855929000,19526.16588,False,0.0000068024
BRETT/USDC,1744329600000,0.0426,0.0426,0.0426,0.0426,0,1744415999999,0,0,0,0,False,0
ATH/USDC,1744329600000,0.03602,0.03602,0.03602,0.03602,0,1744415999999,0,0,0,0,False,0
ILV/USDC,1744329600000,20.37,20.37,20.37,20.37,0,1744415999999,0,0,0,0,False,0
POL/USDC,1744329600000,0.159,0.159,0.159,0.159,0,1744415999999,0,0,0,0,False,0
Elon/USDT,1744329600000,34.12,34.12,34.12,34.12,0,1744415999999,0,0,0,0,False,0
VEN/ETH,1744329600000,0.0000000005655,0.0000000005655,0.0000000005655,0.0000000005655,0,1744415999999,0,0,0,0,False,0
LDO/USDC,1744329600000,0.714,0.735,0.706,0.735,26576.70749,1744415999999,36766.218,3161,36766.218,26576.70749,False,0.72066
USDC/ETH,1744329600000,1523.2,1585.5,1505.9,1568.6,2640597.324893,1744415999999,1701.296018,50602,1701.296018,2640597.324893,False,1523.1
USDC/USDT,1744329600000,0.9997,1.0001,0.9997,1.0001,700.639,1744415999999,700.62,4,700.62,700.639,False,1
LDO/ETH,1744329600000,1,1,1,1,0,1744415999999,0,0,0,0,False,0
ZRO/USDC,1744329600000,3.237,3.237,3.237,3.237,0,1744415999999,0,0,0,0,False,0
ARPA/USDC,1744329600000,0.03583,0.03583,0.03583,0.03583,0,1744415999999,0,0,0,0,False,0
ZEUS/ETH,1744329600000,0.00034,0.00034,0.00034,0.00034,0,1744415999999,0,0,0,0,False,0
USUAL/USDC,1744329600000,0.1502,0.1642,0.1434,0.1538,165547.825596,1744415999999,1068322.116,21723,1068322.116,165547.825596,False,0.15254
ENJ/USDC,1744329600000,0.3661,0.3661,0.3661,0.3661,0,1744415999999,0,0,0,0,False,0
GAL/USDC,1744329600000,4.054,4.054,4.054,4.054,0,1744415999999,0,0,0,0,False,0
WKLAY/USDC,1744329600000,0.1306,0.1306,0.1306,0.1306,0,1744415999999,0,0,0,0,False,0
MKR/USDC,1744329600000,1291,1347,1285,1345,18601.41951,1744415999999,14.071339,3572,14.071339,18601.41951,False,1293.7
ARB/USDC,1744329600000,0.2865,0.2965,0.2854,0.2947,61328.140039,1744415999999,209887.84,11344,209887.84,61328.140039,False,0.28747
BEAM/USDC,1744329600000,0.0091,0.0091,0.0091,0.0091,0,1744415999999,0,0,0,0,False,0
BIO/USDC,1744329600000,0.1166,0.1166,0.1166,0.1166,0,1744415999999,0,0,0,0,False,0
CELR/USDC,1744329600000,0.01266,0.01266,0.01266,0.01266,0,1744415999999,0,0,0,0,False,0
SEI/USDC,1744329600000,0.1539,0.1539,0.1539,0.1539,0,1744415999999,0,0,0,0,False,0
G/USDC,1744329600000,0.01888,0.01888,0.01888,0.01888,0,1744415999999,0,0,0,0,False,0
ZRC/USDC,1744329600000,0.06332,0.06332,0.06332,0.06332,0,1744415999999,0,0,0,0,False,0
LYV/USDC,1744329600000,0.1,0.1,0.1,0.1,0,1744415999999,0,0,0,0,False,0
MAGA/USDT,1744329600000,133.8,133.8,133.8,133.8,0,1744415999999,0,0,0,0,False,0
CELO/USDC,1744329600000,0.4339,0.4339,0.4339,0.4339,0,1744415999999,0,0,0,0,False,0
UNI/USDC,1744329600000,5.026,5.26,4.996,5.24,244495.764577,1744415999999,47427.053,23986,47427.053,244495.764577,False,5.0273
UNI/ETH,1744329600000,0.0532,0.0532,0.0532,0.0532,0,1744415999999,0,0,0,0,False,0
ARKM/USDC,1744329600000,0.64,0.64,0.64,0.64,0,1744415999999,0,0,0,0,False,0
WAVAX/USDC,1744329600000,24.11,24.11,24.11,24.11,0,1744415999999,0,0,0,0,False,0
ENS/ETH,1744329600000,0.1,0.1,0.1,0.1,0,1744415999999,0,0,0,0,False,0
ETHFI/USDC,1744329600000,0.465,0.48,0.463,0.479,3081.68965,1744415999999,6509.17,570,6509.17,3081.68965,False,0.47326
METIS/USDC,1744329600000,25.2,25.2,25.2,25.2,0,1744415999999,0,0,0,0,False,0
ENS/USDC,1744329600000,13.57,14.3,13.48,14.24,30516.00135,1744415999999,2178.1798,5823,2178.1798,30516.00135,False,13.58
MAP/USDC,1744329600000,0.0002734,0.0002734,0.0002734,0.0002734,0,1744415999999,0,0,0,0,False,0
HIFI/USDC,1744329600000,0.442,0.442,0.442,0.442,0,1744415999999,0,0,0,0,False,0
BLUR/USDC,1744329600000,0.1421,0.1421,0.1421,0.1421,0,1744415999999,0,0,0,0,False,0
SWELL/USDC,1744329600000,0.00815,0.01053,0.00815,0.00838,7711.57241,1744415999999,917334.9,1798,917334.9,7711.57241,False,0.0085133
RDNT/USDC,1744329600000,0.0326,0.0326,0.0326,0.0326,0,1744415999999,0,0,0,0,False,0
FRONT/USDC,1744329600000,0.769,0.769,0.769,0.769,0,1744415999999,0,0,0,0,False,0
REQ/USDC,1744329600000,0.1002,0.1002,0.1002,0.1002,0,1744415999999,0,0,0,0,False,0
API3/USDC,1744329600000,0.884,0.884,0.884,0.884,0,1744415999999,0,0,0,0,False,0
JUP/USDC,1744329600000,0.7443,0.7443,0.7443,0.7443,0,1744415999999,0,0,0,0,False,0
DG/USDM,1744329600000,0.065,0.065,0.065,0.065,0,1744415999999,0,0,0,0,False,0
DG/USDC,1744329600000,0.06568,0.06568,0.06537,0.06568,147.7728,1744415999999,2255.4,6,2255.4,147.7728,False,0.06562
DG/USDT,1744329600000,0.08,0.08,0.08,0.08,0,1744415999999,0,0,0,0,False,0
DG/ETH,1744329600000,0.00004424,0.00004424,0.00004424,0.00004424,0,1744415999999,0,0,0,0,False,0
LPT/USDC,1744329600000,7.179,7.179,7.179,7.179,0,1744415999999,0,0,0,0,False,0
RARE/USDC,1744329600000,0.0688,0.0688,0.0688,0.0688,0,1744415999999,0,0,0,0,False,0
MAV/USDC,1744329600000,0.0903,0.0903,0.0903,0.0903,0,1744415999999,0,0,0,0,False,0
RSR/USDC,1744329600000,0.008297,0.008297,0.008297,0.008297,0,1744415999999,0,0,0,0,False,0
COW/USDC,1744329600000,0.2166,0.2345,0.2156,0.2342,32872.880893,1744415999999,144324.1,6750,144324.1,32872.880893,False,0.22484
REZ/USDC,1744329600000,0.01582,0.01582,0.01582,0.01582,0,1744415999999,0,0,0,0,False,0
USDT/USDC,1744329600000,0.9997,1.0001,0.9997,1.0001,700.639,1744415999999,700.62,4,700.62,700.639,False,1
USDT/ETH,1744329600000,1523.2,1585.7,1506.1,1568.5,1429265.954323,1744415999999,920.978072,49532,920.978072,1429265.954323,False,1523.1
SFP/USDC,1744329600000,0.6404,0.6404,0.6404,0.6404,0,1744415999999,0,0,0,0,False,0
NEIRO/USDC,1744329600000,0.02019,0.02019,0.02019,0.02019,0,1744415999999,0,0,0,0,False,0
UMA/USDC,1744329600000,1.569,1.569,1.569,1.569,0,1744415999999,0,0,0,0,False,0
PHA/USDC,1744329600000,0.0893,0.095,0.0886,0.0939,13095.430474,1744415999999,142039.45,2503,142039.45,13095.430474,False,0.092172
CHR/USDC,1744329600000,0.1314,0.1314,0.1314,0.1314,0,1744415999999,0,0,0,0,False,0
SOL/WBTC,1744329600000,128.3,128.3,128.3,128.3,0,1744415999999,0,0,0,0,False,0
SOL/ETH,1744329600000,128.3,128.3,128.3,128.3,0,1744415999999,0,0,0,0,False,0
SOL/USDT,1744329600000,19861.2,19861.2,19861.2,19861.2,0,1744415999999,0,0,0,0,False,0
SOL/USDC,1744329600000,112.9,121.5,112.3,120.3,51820.36955,1744415999999,441.56978,7399,441.56978,51820.36955,False,112.84
KNC/USDC,1744329600000,0.4194,0.4194,0.4194,0.4194,0,1744415999999,0,0,0,0,False,0
TFC/ETH,1744329600000,0.001123,0.001123,0.001123,0.001123,0,1744415999999,0,0,0,0,False,0
COTI/USDC,1744329600000,0.08498,0.08498,0.08498,0.08498,0,1744415999999,0,0,0,0,False,0
ENA/USDC,1744329600000,0.3028,0.3244,0.2987,0.3183,175772.455075,1744415999999,560865.93,15778,560865.93,175772.455075,False,0.30342
AIB/ETH,1744329600000,0.00001,0.00001,0.00001,0.00001,0,1744415999999,0,0,0,0,False,0
ZRX/USDC,1744329600000,0.2293,0.2363,0.2276,0.2351,38262.256265,1744415999999,164539.03,5589,164539.03,38262.256265,False,0.22978
WBTC/USDC,1744329600000,79675,83277.3,79026,82600,331599.832852,1744415999999,4.06191136,91970,4.06191136,331599.832852,False,80081.3
WBTC/ETH,1744329600000,0.01913,0.01937,0.0189,0.019,0.09145448,1744415999999,4.793869,1238,4.793869,0.09145448,False,0.019191
SKL/USDC,1744329600000,0.03448,0.03448,0.03448,0.03448,0,1744415999999,0,0,0,0,False,0
PYTH/USDC,1744329600000,0.1218,0.129,0.1212,0.1288,17029.267118,1744415999999,135160.28,3267,135160.28,17029.267118,False,0.12246
AUCTION/USDC,1744329600000,14.2,14.2,14.2,14.2,0,1744415999999,0,0,0,0,False,0
APE/USDC,1744329600000,0.482,0.482,0.482,0.482,0,1744415999999,0,0,0,0,False,0
ID/USDC,1744329600000,0.3639,0.3639,0.3639,0.3639,0,1744415999999,0,0,0,0,False,0
IOTX/USDC,1744329600000,0.05095,0.05095,0.05095,0.05095,0,1744415999999,0,0,0,0,False,0
AAVE/USDC,1744329600000,132,137.4,131.5,135.6,25511.81793,1744415999999,189.0691,4861,189.0691,25511.81793,False,132.25
BAND/USDC,1744329600000,1.026,1.026,1.026,1.026,0,1744415999999,0,0,0,0,False,0
LOOKS/USDC,1744329600000,0.0167,0.0167,0.0167,0.0167,0,1744415999999,0,0,0,0,False,0
GTC/USDC,1744329600000,0.46,0.46,0.46,0.46,0,1744415999999,0,0,0,0,False,0
Sailor/USDT,1744329600000,0.0000032,0.0000032,0.0000032,0.0000032,0,1744415999999,0,0,0,0,False,0
STG/USDC,1744329600000,0.2601,0.2601,0.2601,0.2601,0,1744415999999,0,0,0,0,False,0
WBNB/USDC,1744329600000,649.7,649.7,649.7,649.7,0,1744415999999,0,0,0,0,False,0
EIGEN/USDC,1744329600000,0.785,0.82,0.782,0.813,37306.769266,1744415999999,46325.993,5312,46325.993,37306.769266,False,0.80318
EIGEN/USDT,1744329600000,50.13,50.13,50.13,50.13,0,1744415999999,0,0,0,0,False,0
OP/USDC,1744329600000,1.139,1.139,1.139,1.139,0,1744415999999,0,0,0,0,False,0
GRT/ETH,1744329600000,0.236,0.236,0.236,0.236,0,1744415999999,0,0,0,0,False,0
GRT/USDC,1744329600000,0.0764,0.08,0.0763,0.0792,13005.873506,1744415999999,165546.59,2476,165546.59,13005.873506,False,0.078531
GRT/USDM,1744329600000,0.261,0.261,0.261,0.261,0,1744415999999,0,0,0,0,False,0
SYN/USDC,1744329600000,0.3533,0.3533,0.3533,0.3533,0,1744415999999,0,0,0,0,False,0
SNT/USDC,1744329600000,0.0311,0.0311,0.0311,0.0311,0,1744415999999,0,0,0,0,False,0
MATIC/USDC,1744329600000,102.3,102.3,102.3,102.3,0,1744415999999,0,0,0,0,False,0
RNDR/USDC,1744329600000,9.74,9.74,9.74,9.74,0,1744415999999,0,0,0,0,False,0
SUSHI/USDC,1744329600000,0.854,0.854,0.854,0.854,0,1744415999999,0,0,0,0,False,0
YGG/USDC,1744329600000,0.2597,0.2597,0.2597,0.2597,0,1744415999999,0,0,0,0,False,0
ALT/USDC,1744329600000,0.04435,0.04435,0.04435,0.04435,0,1744415999999,0,0,0,0,False,0
GALA/USDC,1744329600000,0.02218,0.02218,0.02218,0.02218,0,1744415999999,0,0,0,0,False,0
SNX/USDC,1744329600000,0.624,0.624,0.624,0.624,0,1744415999999,0,0,0,0,False,0
NEAR/USDC,1744329600000,2.006,2.096,2.001,2.074,64078.597601,1744415999999,31252.143,8994,31252.143,64078.597601,False,2.0099
NAP/USDT,1744329600000,100,100,100,100,0,1744415999999,0,0,0,0,False,0
PUFFER/USDC,1744329600000,0.1565,0.1632,0.1538,0.1626,13143.135737,1744415999999,83092.08,2490,83092.08,13143.135737,False,0.15647
DAI/USDC,1744329600000,95.8,95.8,95.8,95.8,0,1744415999999,0,0,0,0,False,0
DAI/USDT,1744329600000,101.3,101.3,101.3,101.3,0,1744415999999,0,0,0,0,False,0
TRB/USDC,1744329600000,35.39,35.39,35.39,35.39,0,1744415999999,0,0,0,0,False,0
WOO/USDC,1744329600000,0.0625,0.0625,0.0625,0.0625,0,1744415999999,0,0,0,0,False,0
WLD/USDC,1744329600000,0.696,0.727,0.695,0.726,15619.93505,1744415999999,21889.359,3021,21889.359,15619.93505,False,0.71093
HOT/USDC,1744329600000,0.001647,0.001647,0.001647,0.001647,0,1744415999999,0,0,0,0,False,0
Illiterate/ETH,1744329600000,0.000005,0.000005,0.000005,0.000005,0,1744415999999,0,0,0,0,False,0
ALGO/USDC,1744329600000,0.2789,0.2789,0.2789,0.2789,0,1744415999999,0,0,0,0,False,0
FLOKI/USDC,1744329600000,0.00009356,0.00009356,0.00009356,0.00009356,0,1744415999999,0,0,0,0,False,0
INJ/USDC,1744329600000,6.22,6.22,6.22,6.22,0,1744415999999,0,0,0,0,False,0
RING/USDC,1744329600000,0.001982,0.001982,0.001982,0.001982,0,1744415999999,0,0,0,0,False,0
AXL/USDC,1744329600000,0.2987,0.3143,0.2971,0.3127,35869.254742,1744415999999,116968.28,7613,116968.28,35869.254742,False,0.29982
DUSK/USDC,1744329600000,0.1339,0.1339,0.1339,0.1339,0,1744415999999,0,0,0,0,False,0
FET/USDC,1744329600000,0.397,0.397,0.397,0.397,0,1744415999999,0,0,0,0,False,0
CVX/USDC,1744329600000,2.741,2.741,2.741,2.741,0,1744415999999,0,0,0,0,False,0
PEOPLE/USDC,1744329600000,0.01199,0.01236,0.01191,0.01233,24700.271942,1744415999999,2029336.3,4722,2029336.3,24700.271942,False,0.011999
NKN/USDC,1744329600000,0.0659,0.0659,0.0659,0.0659,0,1744415999999,0,0,0,0,False,0
RPL/USDC,1744329600000,3.674,3.794,3.66,3.794,5683.434734,1744415999999,1519.625,1627,1519.625,5683.434734,False,3.73
LINA/USDC,1744329600000,0.002691,0.002691,0.002691,0.002691,0,1744415999999,0,0,0,0,False,0
SUPER/USDC,1744329600000,0.6586,0.6586,0.6586,0.6586,0,1744415999999,0,0,0,0,False,0
ACX/USDC,1744329600000,0.1873,0.1996,0.186,0.1983,66443.370376,1744415999999,341847.68,9778,341847.68,66443.370376,False,0.18744
