pair,date,open,high,low,close,volume,close_time,quote_volume,trades
AGIX/USDC,2025-03-12,0.9077,0.9077,0.9077,0.9077,0.0,2025-03-12 23:59:59.999,0.0,0
OMNI/USDC,2025-03-12,5.14,5.14,5.14,5.14,0.0,2025-03-12 23:59:59.999,0.0,0
DYDX/USDC,2025-03-12,0.5845,0.6091,0.5743,0.6065,113635.350924,2025-03-12 23:59:59.999,192829.568,24853
AEVO/USDC,2025-03-12,0.1651,0.1651,0.1651,0.1651,0.0,2025-03-12 23:59:59.999,0.0,0
WIF/USDC,2025-03-12,0.449,0.461,0.429,0.456,9968.72521,2025-03-12 23:59:59.999,22362.14,1933
LBS/USDT,2025-03-12,10000000.0,10000000.0,10000000.0,10000000.0,0.0,2025-03-12 23:59:59.999,0.0,0
CQT/USDC,2025-03-12,0.25,0.25,0.25,0.25,0.0,2025-03-12 23:59:59.999,0.0,0
STMX/USDC,2025-03-12,0.004283,0.004283,0.004283,0.004283,0.0,2025-03-12 23:59:59.999,0.0,0
GNO/USDC,2025-03-12,184.7,184.7,184.7,184.7,0.0,2025-03-12 23:59:59.999,0.0,0
BICO/USDC,2025-03-12,0.1818,0.1818,0.1818,0.1818,0.0,2025-03-12 23:59:59.999,0.0,0
CRV/USDC,2025-03-12,0.4015,0.4236,0.395,0.4195,80545.295889,2025-03-12 23:59:59.999,198363.49,16072
DORKY/USDC,2025-03-12,0.025,0.025,0.025,0.025,0.0,2025-03-12 23:59:59.999,0.0,0
SUI/USDC,2025-03-12,2.23,2.296,2.176,2.279,88207.99016,2025-03-12 23:59:59.999,39473.66,8369
BAT/USDC,2025-03-12,0.1759,0.1759,0.1759,0.1759,0.0,2025-03-12 23:59:59.999,0.0,0
MANA/USDC,2025-03-12,0.2648,0.2648,0.2648,0.2648,0.0,2025-03-12 23:59:59.999,0.0,0
$MUSK/ETH,2025-03-12,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0,2025-03-12 23:59:59.999,0.0,0
ETH/USDM,2025-03-12,1924.2,1935.1,1854.9,1931.8,143303.93123,2025-03-12 23:59:59.999,75.626295,11109
STRK/USDC,2025-03-12,0.1573,0.1684,0.1537,0.1676,30435.49922,2025-03-12 23:59:59.999,190751.01,4326
ETH/USDC,2025-03-12,1923.4,1936.8,1853.4,1930.5,1897799.459012,2025-03-12 23:59:59.999,1000.759695,43906
ETH/USDT,2025-03-12,1924.3,1936.3,1853.5,1930.5,1091789.004145,2025-03-12 23:59:59.999,575.723957,43256
ETH/WBTC,2025-03-12,0.0232,0.02344,0.02268,0.02336,0.11783707,2025-03-12 23:59:59.999,5.104084,1649
PIXEL/USDC,2025-03-12,0.0603,0.0603,0.0603,0.0603,0.0,2025-03-12 23:59:59.999,0.0,0
1INCH/USDC,2025-03-12,0.1971,0.2001,0.1919,0.1992,16134.856204,2025-03-12 23:59:59.999,82351.96,3071
OGN/USDC,2025-03-12,0.08,0.08,0.08,0.08,0.0,2025-03-12 23:59:59.999,0.0,0
MASK/USDC,2025-03-12,2.176,2.184,2.17,2.18,3084.91772,2025-03-12 23:59:59.999,1416.499,580
JASMY/USDC,2025-03-12,0.01313,0.01345,0.0126,0.01335,32267.79982,2025-03-12 23:59:59.999,2476131.2,6180
ONDO/USDC,2025-03-12,0.8299,0.8681,0.8143,0.8515,102064.760924,2025-03-12 23:59:59.999,121566.57,24028
GLM/USDC,2025-03-12,0.3657,0.3657,0.3657,0.3657,0.0,2025-03-12 23:59:59.999,0.0,0
MORPHO/USDC,2025-03-12,1.198,1.271,1.197,1.265,8936.787182,2025-03-12 23:59:59.999,7277.559,1768
USDM/ETH,2025-03-12,1924.2,1935.1,1854.9,1931.8,143303.93123,2025-03-12 23:59:59.999,75.626295,11109
USDM/USDC,2025-03-12,0.9999,0.9999,0.9999,0.9999,29997.0,2025-03-12 23:59:59.999,30000.0,2
USDM/USDT,2025-03-12,0.01078,0.01078,0.01078,0.01078,0.0,2025-03-12 23:59:59.999,0.0,0
COMP/USDC,2025-03-12,40.53,40.89,39.04,40.59,17777.556486,2025-03-12 23:59:59.999,442.602,4317
IMX/USDC,2025-03-12,0.68,0.68,0.68,0.68,0.0,2025-03-12 23:59:59.999,0.0,0
NSTR/USDC,2025-03-12,0.102,0.102,0.102,0.102,0.0,2025-03-12 23:59:59.999,0.0,0
L3/USDC,2025-03-12,0.1007,0.1007,0.1007,0.1007,0.0,2025-03-12 23:59:59.999,0.0,0
OCEAN/USDC,2025-03-12,0.9123,0.9123,0.9123,0.9123,0.0,2025-03-12 23:59:59.999,0.0,0
GMT/USDC,2025-03-12,0.0675,0.0675,0.0675,0.0675,0.0,2025-03-12 23:59:59.999,0.0,0
SHIB/USDC,2025-03-12,1.205e-05,1.235e-05,1.178e-05,1.226e-05,19212.19936,2025-03-12 23:59:59.999,1588178600.0,3682
LQTY/USDC,2025-03-12,0.899,0.899,0.899,0.899,0.0,2025-03-12 23:59:59.999,0.0,0
Olda/USDT,2025-03-12,0.012,0.012,0.012,0.012,0.0,2025-03-12 23:59:59.999,0.0,0
MEME/USDC,2025-03-12,0.00405,0.00405,0.00405,0.00405,0.0,2025-03-12 23:59:59.999,0.0,0
PORTAL/USDC,2025-03-12,0.1374,0.1374,0.1374,0.1374,0.0,2025-03-12 23:59:59.999,0.0,0
ZK/USDC,2025-03-12,2.077,2.077,2.077,2.077,0.0,2025-03-12 23:59:59.999,0.0,0
T/USDC,2025-03-12,0.02147,0.02147,0.02147,0.02147,0.0,2025-03-12 23:59:59.999,0.0,0
PEPE/USDC,2025-03-12,6.33e-06,6.55e-06,6.16e-06,6.46e-06,20182.64597,2025-03-12 23:59:59.999,3171741000.0,3861
ILV/USDC,2025-03-12,20.37,20.37,20.37,20.37,0.0,2025-03-12 23:59:59.999,0.0,0
ATH/USDC,2025-03-12,0.03602,0.03602,0.03602,0.03602,0.0,2025-03-12 23:59:59.999,0.0,0
BRETT/USDC,2025-03-12,0.0426,0.0426,0.0426,0.0426,0.0,2025-03-12 23:59:59.999,0.0,0
POL/USDC,2025-03-12,0.219,0.219,0.219,0.219,0.0,2025-03-12 23:59:59.999,0.0,0
Elon/USDT,2025-03-12,34.12,34.12,34.12,34.12,0.0,2025-03-12 23:59:59.999,0.0,0
VEN/ETH,2025-03-12,5.655e-10,5.655e-10,5.655e-10,5.655e-10,0.0,2025-03-12 23:59:59.999,0.0,0
USDC/ETH,2025-03-12,1923.4,1936.8,1853.4,1930.5,1897799.459012,2025-03-12 23:59:59.999,1000.759695,43906
USDC/USDT,2025-03-12,1.0,1.0,1.0,1.0,0.0,2025-03-12 23:59:59.999,0.0,0
LDO/ETH,2025-03-12,1.0,1.0,1.0,1.0,0.0,2025-03-12 23:59:59.999,0.0,0
LDO/USDC,2025-03-12,0.925,0.943,0.886,0.938,34963.343854,2025-03-12 23:59:59.999,38161.406,4251
ZRO/USDC,2025-03-12,1.618,1.618,1.618,1.618,0.0,2025-03-12 23:59:59.999,0.0,0
USUAL/USDC,2025-03-12,0.1686,0.17,0.1622,0.1676,46600.33561,2025-03-12 23:59:59.999,280958.258,6617
ARPA/USDC,2025-03-12,0.03583,0.03583,0.03583,0.03583,0.0,2025-03-12 23:59:59.999,0.0,0
ZEUS/ETH,2025-03-12,0.00034,0.00034,0.00034,0.00034,0.0,2025-03-12 23:59:59.999,0.0,0
ENJ/USDC,2025-03-12,0.3661,0.3661,0.3661,0.3661,0.0,2025-03-12 23:59:59.999,0.0,0
GAL/USDC,2025-03-12,4.054,4.054,4.054,4.054,0.0,2025-03-12 23:59:59.999,0.0,0
MKR/USDC,2025-03-12,1135.0,1136.0,1075.0,1117.0,12115.805127,2025-03-12 23:59:59.999,10.982915,2315
ARB/USDC,2025-03-12,0.3379,0.3473,0.3267,0.3456,79874.887516,2025-03-12 23:59:59.999,237450.14,14542
WKLAY/USDC,2025-03-12,0.1306,0.1306,0.1306,0.1306,0.0,2025-03-12 23:59:59.999,0.0,0
BEAM/USDC,2025-03-12,0.0091,0.0091,0.0091,0.0091,0.0,2025-03-12 23:59:59.999,0.0,0
BIO/USDC,2025-03-12,0.1166,0.1166,0.1166,0.1166,0.0,2025-03-12 23:59:59.999,0.0,0
SEI/USDC,2025-03-12,0.2039,0.2039,0.2039,0.2039,0.0,2025-03-12 23:59:59.999,0.0,0
CELR/USDC,2025-03-12,0.01266,0.01266,0.01266,0.01266,0.0,2025-03-12 23:59:59.999,0.0,0
G/USDC,2025-03-12,0.01888,0.01888,0.01888,0.01888,0.0,2025-03-12 23:59:59.999,0.0,0
ZRC/USDC,2025-03-12,0.06332,0.06332,0.06332,0.06332,0.0,2025-03-12 23:59:59.999,0.0,0
MAGA/USDT,2025-03-12,134.1,134.1,134.1,134.1,0.0,2025-03-12 23:59:59.999,0.0,0
LYV/USDC,2025-03-12,0.1,0.1,0.1,0.1,0.0,2025-03-12 23:59:59.999,0.0,0
CELO/USDC,2025-03-12,0.4339,0.4339,0.4339,0.4339,0.0,2025-03-12 23:59:59.999,0.0,0
UNI/ETH,2025-03-12,0.0532,0.0532,0.0532,0.0532,0.0,2025-03-12 23:59:59.999,0.0,0
UNI/USDC,2025-03-12,6.101,6.148,5.826,6.059,243362.303563,2025-03-12 23:59:59.999,40745.023,24956
WAVAX/USDC,2025-03-12,24.11,24.11,24.11,24.11,0.0,2025-03-12 23:59:59.999,0.0,0
ARKM/USDC,2025-03-12,0.64,0.64,0.64,0.64,0.0,2025-03-12 23:59:59.999,0.0,0
ENS/USDC,2025-03-12,16.7,17.01,15.98,16.83,36726.11112,2025-03-12 23:59:59.999,2230.9662,7028
ENS/ETH,2025-03-12,0.1,0.1,0.1,0.1,0.0,2025-03-12 23:59:59.999,0.0,0
ETHFI/USDC,2025-03-12,0.676,0.688,0.646,0.684,7348.84743,2025-03-12 23:59:59.999,11021.35,1407
METIS/USDC,2025-03-12,25.2,25.2,25.2,25.2,0.0,2025-03-12 23:59:59.999,0.0,0
MAP/USDC,2025-03-12,0.0002734,0.0002734,0.0002734,0.0002734,0.0,2025-03-12 23:59:59.999,0.0,0
HIFI/USDC,2025-03-12,0.442,0.442,0.442,0.442,0.0,2025-03-12 23:59:59.999,0.0,0
BLUR/USDC,2025-03-12,0.1421,0.1421,0.1421,0.1421,0.0,2025-03-12 23:59:59.999,0.0,0
FRONT/USDC,2025-03-12,0.769,0.769,0.769,0.769,0.0,2025-03-12 23:59:59.999,0.0,0
SWELL/USDC,2025-03-12,0.01121,0.01166,0.01087,0.01162,4982.831672,2025-03-12 23:59:59.999,440432.7,1203
RDNT/USDC,2025-03-12,0.0326,0.0326,0.0326,0.0326,0.0,2025-03-12 23:59:59.999,0.0,0
REQ/USDC,2025-03-12,0.1002,0.1002,0.1002,0.1002,0.0,2025-03-12 23:59:59.999,0.0,0
JUP/USDC,2025-03-12,0.7443,0.7443,0.7443,0.7443,0.0,2025-03-12 23:59:59.999,0.0,0
API3/USDC,2025-03-12,0.884,0.884,0.884,0.884,0.0,2025-03-12 23:59:59.999,0.0,0
DG/USDM,2025-03-12,0.1398,0.1398,0.1398,0.1398,0.0,2025-03-12 23:59:59.999,0.0,0
DG/ETH,2025-03-12,4.424e-05,4.424e-05,4.424e-05,4.424e-05,0.0,2025-03-12 23:59:59.999,0.0,0
DG/USDT,2025-03-12,0.0817,0.0817,0.0817,0.0817,0.0,2025-03-12 23:59:59.999,0.0,0
DG/USDC,2025-03-12,0.0822,0.0822,0.08181,0.08197,53130.287055,2025-03-12 23:59:59.999,647850.8,44
RARE/USDC,2025-03-12,0.0688,0.0688,0.0688,0.0688,0.0,2025-03-12 23:59:59.999,0.0,0
LPT/USDC,2025-03-12,7.179,7.179,7.179,7.179,0.0,2025-03-12 23:59:59.999,0.0,0
MAV/USDC,2025-03-12,0.0903,0.0903,0.0903,0.0903,0.0,2025-03-12 23:59:59.999,0.0,0
RSR/USDC,2025-03-12,0.008297,0.008297,0.008297,0.008297,0.0,2025-03-12 23:59:59.999,0.0,0
REZ/USDC,2025-03-12,0.01582,0.01582,0.01582,0.01582,0.0,2025-03-12 23:59:59.999,0.0,0
USDT/ETH,2025-03-12,1924.3,1936.3,1853.5,1930.8,1091822.466194,2025-03-12 23:59:59.999,575.741288,43259
USDT/USDC,2025-03-12,1.0,1.0,1.0,1.0,0.0,2025-03-12 23:59:59.999,0.0,0
COW/USDC,2025-03-12,0.268,0.273,0.2588,0.2728,18777.370111,2025-03-12 23:59:59.999,70689.78,3697
SFP/USDC,2025-03-12,0.6404,0.6404,0.6404,0.6404,0.0,2025-03-12 23:59:59.999,0.0,0
NEIRO/USDC,2025-03-12,0.02019,0.02019,0.02019,0.02019,0.0,2025-03-12 23:59:59.999,0.0,0
PHA/USDC,2025-03-12,0.1145,0.1156,0.1094,0.1152,14083.660176,2025-03-12 23:59:59.999,124690.73,2696
CHR/USDC,2025-03-12,0.1314,0.1314,0.1314,0.1314,0.0,2025-03-12 23:59:59.999,0.0,0
UMA/USDC,2025-03-12,1.569,1.569,1.569,1.569,0.0,2025-03-12 23:59:59.999,0.0,0
SOL/USDC,2025-03-12,125.4,127.1,121.3,125.5,37510.72442,2025-03-12 23:59:59.999,302.74961,5360
SOL/USDT,2025-03-12,19861.2,19861.2,19861.2,19861.2,0.0,2025-03-12 23:59:59.999,0.0,0
KNC/USDC,2025-03-12,0.4194,0.4194,0.4194,0.4194,0.0,2025-03-12 23:59:59.999,0.0,0
TFC/ETH,2025-03-12,0.001123,0.001123,0.001123,0.001123,0.0,2025-03-12 23:59:59.999,0.0,0
COTI/USDC,2025-03-12,0.08498,0.08498,0.08498,0.08498,0.0,2025-03-12 23:59:59.999,0.0,0
ENA/USDC,2025-03-12,0.3906,0.3952,0.3645,0.3781,157800.538043,2025-03-12 23:59:59.999,418345.88,15096
AIB/ETH,2025-03-12,1e-05,1e-05,1e-05,1e-05,0.0,2025-03-12 23:59:59.999,0.0,0
ZRX/USDC,2025-03-12,0.2399,0.2455,0.2331,0.2426,25094.781245,2025-03-12 23:59:59.999,104969.35,3750
WBTC/USDC,2025-03-12,82963.8,83790.2,81317.1,82729.7,140099.318095,2025-03-12 23:59:59.999,1.70020899,44517
WBTC/ETH,2025-03-12,0.0232,0.02344,0.02268,0.02336,0.11783707,2025-03-12 23:59:59.999,5.104084,1649
SKL/USDC,2025-03-12,0.03448,0.03448,0.03448,0.03448,0.0,2025-03-12 23:59:59.999,0.0,0
PYTH/USDC,2025-03-12,0.1404,0.1425,0.134,0.1418,13726.37033,2025-03-12 23:59:59.999,99054.81,2636
APE/USDC,2025-03-12,0.482,0.482,0.482,0.482,0.0,2025-03-12 23:59:59.999,0.0,0
AUCTION/USDC,2025-03-12,14.2,14.2,14.2,14.2,0.0,2025-03-12 23:59:59.999,0.0,0
ID/USDC,2025-03-12,0.3639,0.3639,0.3639,0.3639,0.0,2025-03-12 23:59:59.999,0.0,0
IOTX/USDC,2025-03-12,0.05095,0.05095,0.05095,0.05095,0.0,2025-03-12 23:59:59.999,0.0,0
AAVE/USDC,2025-03-12,182.1,184.4,170.0,175.9,34226.39381,2025-03-12 23:59:59.999,194.62999,6532
BAND/USDC,2025-03-12,1.026,1.026,1.026,1.026,0.0,2025-03-12 23:59:59.999,0.0,0
LOOKS/USDC,2025-03-12,0.0167,0.0167,0.0167,0.0167,0.0,2025-03-12 23:59:59.999,0.0,0
GTC/USDC,2025-03-12,0.46,0.46,0.46,0.46,0.0,2025-03-12 23:59:59.999,0.0,0
Sailor/USDT,2025-03-12,3.2e-06,3.2e-06,3.2e-06,3.2e-06,0.0,2025-03-12 23:59:59.999,0.0,0
STG/USDC,2025-03-12,0.2601,0.2601,0.2601,0.2601,0.0,2025-03-12 23:59:59.999,0.0,0
WBNB/USDC,2025-03-12,649.7,649.7,649.7,649.7,0.0,2025-03-12 23:59:59.999,0.0,0
EIGEN/USDT,2025-03-12,50.13,50.13,50.13,50.13,0.0,2025-03-12 23:59:59.999,0.0,0
EIGEN/USDC,2025-03-12,1.126,1.154,1.075,1.149,52533.45943,2025-03-12 23:59:59.999,47045.749,7456
OP/USDC,2025-03-12,1.139,1.139,1.139,1.139,0.0,2025-03-12 23:59:59.999,0.0,0
GRT/ETH,2025-03-12,0.236,0.236,0.236,0.236,0.0,2025-03-12 23:59:59.999,0.0,0
GRT/USDM,2025-03-12,0.261,0.261,0.261,0.261,0.0,2025-03-12 23:59:59.999,0.0,0
GRT/USDC,2025-03-12,0.0904,0.0924,0.0877,0.0918,19554.04674,2025-03-12 23:59:59.999,216998.5,3734
SYN/USDC,2025-03-12,0.3533,0.3533,0.3533,0.3533,0.0,2025-03-12 23:59:59.999,0.0,0
SNT/USDC,2025-03-12,0.0311,0.0311,0.0311,0.0311,0.0,2025-03-12 23:59:59.999,0.0,0
MATIC/USDC,2025-03-12,102.3,102.3,102.3,102.3,0.0,2025-03-12 23:59:59.999,0.0,0
RNDR/USDC,2025-03-12,9.74,9.74,9.74,9.74,0.0,2025-03-12 23:59:59.999,0.0,0
SUSHI/USDC,2025-03-12,0.854,0.854,0.854,0.854,0.0,2025-03-12 23:59:59.999,0.0,0
ALT/USDC,2025-03-12,0.04435,0.04435,0.04435,0.04435,0.0,2025-03-12 23:59:59.999,0.0,0
SNX/USDC,2025-03-12,0.774,0.774,0.774,0.774,0.0,2025-03-12 23:59:59.999,0.0,0
YGG/USDC,2025-03-12,0.2597,0.2597,0.2597,0.2597,0.0,2025-03-12 23:59:59.999,0.0,0
GALA/USDC,2025-03-12,0.02218,0.02218,0.02218,0.02218,0.0,2025-03-12 23:59:59.999,0.0,0
NAP/USDT,2025-03-12,100.0,100.0,100.0,100.0,0.0,2025-03-12 23:59:59.999,0.0,0
NEAR/USDC,2025-03-12,2.451,2.514,2.35,2.478,91223.95655,2025-03-12 23:59:59.999,37422.955,12032
PUFFER/USDC,2025-03-12,0.2152,0.2186,0.2088,0.2159,7545.892793,2025-03-12 23:59:59.999,35401.93,1617
DAI/USDT,2025-03-12,101.3,101.3,101.3,101.3,0.0,2025-03-12 23:59:59.999,0.0,0
TRB/USDC,2025-03-12,35.39,35.39,35.39,35.39,0.0,2025-03-12 23:59:59.999,0.0,0
DAI/USDC,2025-03-12,95.8,95.8,95.8,95.8,0.0,2025-03-12 23:59:59.999,0.0,0
WOO/USDC,2025-03-12,0.0825,0.0825,0.0825,0.0825,0.0,2025-03-12 23:59:59.999,0.0,0
WLD/USDC,2025-03-12,0.799,0.823,0.775,0.819,19105.12749,2025-03-12 23:59:59.999,23938.097,3661
HOT/USDC,2025-03-12,0.001647,0.001647,0.001647,0.001647,0.0,2025-03-12 23:59:59.999,0.0,0
Illiterate/ETH,2025-03-12,5e-06,5e-06,5e-06,5e-06,0.0,2025-03-12 23:59:59.999,0.0,0
ALGO/USDC,2025-03-12,0.2789,0.2789,0.2789,0.2789,0.0,2025-03-12 23:59:59.999,0.0,0
FLOKI/USDC,2025-03-12,9.356e-05,9.356e-05,9.356e-05,9.356e-05,0.0,2025-03-12 23:59:59.999,0.0,0
INJ/USDC,2025-03-12,9.22,9.22,9.22,9.22,0.0,2025-03-12 23:59:59.999,0.0,0
RING/USDC,2025-03-12,0.001982,0.001982,0.001982,0.001982,0.0,2025-03-12 23:59:59.999,0.0,0
FET/USDC,2025-03-12,0.397,0.397,0.397,0.397,0.0,2025-03-12 23:59:59.999,0.0,0
CVX/USDC,2025-03-12,2.741,2.741,2.741,2.741,0.0,2025-03-12 23:59:59.999,0.0,0
DUSK/USDC,2025-03-12,0.1339,0.1339,0.1339,0.1339,0.0,2025-03-12 23:59:59.999,0.0,0
AXL/USDC,2025-03-12,0.3723,0.3774,0.3542,0.3741,39164.552631,2025-03-12 23:59:59.999,106761.79,8522
PEOPLE/USDC,2025-03-12,0.015,0.0154,0.01448,0.01531,38561.339226,2025-03-12 23:59:59.999,2576692.9,7339
NKN/USDC,2025-03-12,0.0659,0.0659,0.0659,0.0659,0.0,2025-03-12 23:59:59.999,0.0,0
RPL/USDC,2025-03-12,5.059,5.234,4.952,5.222,19077.343842,2025-03-12 23:59:59.999,3751.248,5790
SUPER/USDC,2025-03-12,0.6586,0.6586,0.6586,0.6586,0.0,2025-03-12 23:59:59.999,0.0,0
LINA/USDC,2025-03-12,0.002691,0.002691,0.002691,0.002691,0.0,2025-03-12 23:59:59.999,0.0,0
ACX/USDC,2025-03-12,0.2228,0.2267,0.2126,0.2259,18608.949996,2025-03-12 23:59:59.999,84471.76,2978
